rpm,mode,stroke(1:2stroke/2:4stroke),encoder,cylinder,count,Pcomp,TDC Marker Offset,Firing Tolerance,CylinderDiameter,CombustionChamberStroke,ConnectingRodLength,InitialPressure,InitialTemperature,EngineRpm,CrankRadius,CompressionRatio,SpecificGravity,IndexLowCalorificPower,,,,
15994,1,1,360,2,360,0,0,0,42,136,163.8,1.73,33.5,159.94,68,12.71,0.87,0,,,,
angle,rawdata,pressure,v,p,dp,dv,hrr,tk,dqw,dqt,k,pmi,w,pt(ns),ROHR[Kcal/cycle],SFC[g/HP.H],,,,,,
1,81.826,3.44,204502.326,3.367,0.014,-16.785,0.174,540.574,0.037,0.211,1.372,13.716,918.555,88746,125.241,145.307,,,359,3.37,0.003,12.26175978
2,82.126,3.74,204477.146,3.383,0.017,-33.576,0.206,543.073,0.047,0.253,1.372,0,0,88502,,,,,358,3.408,0.025,
3,81.403,3.018,204435.17,3.399,0.013,-50.379,0.156,545.416,0.057,0.212,1.371,0,0,88630,,,,,357,3.471,0.072,
4,81.81,3.425,204376.383,3.409,0.006,-67.198,0.061,546.863,0.062,0.124,1.371,0,0,88646,,,,,356,3.541,0.132,
5,81.956,3.571,204300.766,3.411,-0.002,-84.041,-0.049,547.019,0.063,0.014,1.371,0,0,88196,,,,,355,3.595,0.184,
6,82.126,3.74,204208.291,3.406,-0.008,-100.913,-0.128,545.937,0.059,-0.07,1.371,0,0,88374,,,,,354,3.62,0.214,
7,81.218,2.833,204098.929,3.397,-0.008,-117.818,-0.138,544.277,0.052,-0.087,1.371,0,0,88346,,,,,353,3.614,0.217,
8,82.249,3.863,203972.642,3.39,-0.005,-134.763,-0.104,542.871,0.046,-0.058,1.372,0,0,88584,,,,,352,3.589,0.199,
9,81.226,2.841,203829.388,3.386,-0.005,-151.753,-0.113,541.787,0.042,-0.071,1.372,0,0,88294,,,,,351,3.554,0.168,
10,81.826,3.44,203669.12,3.378,-0.014,-168.793,-0.223,540.005,0.035,-0.188,1.372,0,0,88478,,,,,350,3.517,0.139,
11,82.364,3.979,203491.784,3.359,-0.024,-185.888,-0.364,536.485,0.021,-0.344,1.372,0,0,88804,,,,,349,3.488,0.129,
12,81.833,3.448,203297.324,3.332,-0.025,-203.044,-0.373,531.794,0.002,-0.371,1.373,0,0,88616,,,,,348,3.478,0.146,
13,81.142,2.756,203085.675,3.315,-0.006,-220.264,-0.143,528.45,-0.011,-0.154,1.373,0,0,88682,,,,,347,3.488,0.173,
14,81.257,2.872,202856.772,3.324,0.025,-237.554,0.257,529.276,-0.008,0.248,1.373,0,0,88890,,,,,346,3.511,0.187,
15,81.979,3.594,202610.542,3.365,0.055,-254.918,0.631,535.235,0.015,0.646,1.372,0,0,88628,,,,,345,3.53,0.165,
16,81.856,3.471,202346.91,3.43,0.07,-272.361,0.814,544.8,0.053,0.867,1.371,0,0,88510,,,,,344,3.536,0.106,
17,82.095,3.71,202065.793,3.5,0.066,-289.885,0.761,555.123,0.094,0.855,1.37,0,0,88746,,,,,343,3.532,0.032,
18,81.787,3.402,201767.11,3.558,0.049,-307.496,0.526,563.558,0.128,0.653,1.37,0,0,88676,,,,,342,3.527,-0.031,
19,81.826,3.44,201450.771,3.594,0.023,-325.197,0.195,568.405,0.147,0.342,1.369,0,0,88206,,,,,341,3.522,-0.072,
20,82.61,4.225,201116.685,3.605,-0.001,-342.99,-0.126,569.109,0.15,0.023,1.369,0,0,88004,,,,,340,3.512,-0.093,
21,81.972,3.587,200764.759,3.594,-0.017,-360.88,-0.333,566.433,0.139,-0.194,1.369,0,0,88208,,,,,339,3.492,-0.102,
22,81.91,3.525,200394.893,3.574,-0.02,-378.868,-0.374,562.231,0.122,-0.252,1.37,0,0,87960,,,,,338,3.464,-0.11,
23,81.288,2.902,200006.99,3.556,-0.014,-396.957,-0.304,558.367,0.106,-0.198,1.37,0,0,87572,,,,,337,3.439,-0.117,
