rpm,mode,stroke(1:2stroke/2:4stroke),encoder,cylinder,count,Pcomp,TDC Marker Offset,Firing Tolerance,CylinderDiameter,CombustionChamberStroke,ConnectingRodLength,InitialPressure,InitialTemperature,EngineRpm,CrankRadius,CompressionRatio,SpecificGravity,IndexLowCalorificPower,,,,
46,80.457,3.484,185863.306,3.265,-0.02,-841.698,-0.461,476.305,-0.229,-0.69,1.378,0,0,85806,,,,,314,4.446,1.181,
47,80.457,3.484,185011.423,3.228,-0.051,-862.076,-0.817,468.85,-0.259,-1.076,1.379,0,0,86176,,,,,313,4.574,1.346,
48,80.48,3.507,184139.138,3.17,-0.06,-882.502,-0.919,458.196,-0.301,-1.221,1.38,0,0,86128,,,,,312,4.726,1.556,
49,79.604,2.63,183246.405,3.118,-0.038,-902.97,-0.662,448.491,-0.34,-1.002,1.381,0,0,86330,,,,,311,4.916,1.798,
50,79.573,2.599,182333.187,3.102,0.008,-923.471,-0.156,443.943,-0.359,-0.515,1.382,0,0,86566,,,,,310,5.146,2.044,
51,79.735,2.761,181399.454,3.133,0.052,-943.998,0.333,446.163,-0.351,-0.018,1.381,0,0,86634,,,,,309,5.397,2.264,
52,80.742,3.768,180445.185,3.2,0.074,-964.543,0.564,453.232,-0.324,0.24,1.381,0,0,86834,,,,,308,5.644,2.444,
53,80.25,3.276,179470.366,3.273,0.066,-985.096,0.458,461.078,-0.294,0.164,1.38,0,0,87074,,,,,307,5.873,2.6,
54,80.304,3.33,178474.993,3.325,0.036,-1005.649,0.113,465.867,-0.276,-0.164,1.379,0,0,87316,,,,,306,6.082,2.757,
55,80.527,3.553,177459.071,3.343,0,-1026.192,-0.292,465.681,-0.278,-0.57,1.379,0,0,87378,,,,,305,6.282,2.939,
56,80.511,3.537,176422.615,3.328,-0.026,-1046.716,-0.584,460.909,-0.298,-0.882,1.38,0,0,87522,,,,,304,6.48,3.152,
57,80.15,3.176,175365.649,3.296,-0.033,-1067.21,-0.652,453.762,-0.327,-0.979,1.381,0,0,87870,,,,,303,6.678,3.382,
58,80.196,3.222,174288.208,3.269,-0.017,-1087.664,-0.482,447.31,-0.353,-0.835,1.381,0,0,87778,,,,,302,6.877,3.608,
59,80.035,3.061,173190.337,3.267,0.013,-1108.067,-0.169,444.137,-0.367,-0.536,1.382,0,0,87794,,,,,301,7.082,3.815,
60,79.912,2.938,172072.094,3.295,0.04,-1128.408,0.107,445.004,-0.365,-0.258,1.382,0,0,87798,,,,,300,7.299,4.004,
61,80.334,3.361,170933.546,3.341,0.049,-1148.675,0.186,448.331,-0.353,-0.167,1.381,0,0,88018,,,,,299,7.527,4.186,
62,80.803,3.829,169774.772,3.385,0.034,-1168.857,0.023,451.107,-0.343,-0.32,1.381,0,0,87838,,,,,298,7.75,4.365,
63,80.557,3.583,168595.865,3.406,0.006,-1188.941,-0.281,450.726,-0.346,-0.626,1.381,0,0,87966,,,,,297,7.946,4.54,
64,80.373,3.399,167396.927,3.398,-0.02,-1208.915,-0.556,446.456,-0.364,-0.92,1.381,0,0,87938,,,,,296,8.102,4.704,
65,80.134,3.161,166178.075,3.37,-0.032,-1228.767,-0.674,439.582,-0.393,-1.067,1.382,0,0,87746,,,,,295,8.218,4.848,
66,80.596,3.622,164939.438,3.34,-0.025,-1248.484,-0.608,432.403,-0.422,-1.031,1.383,0,0,87716,,,,,294,8.307,4.967,
67,79.858,2.884,163681.157,3.323,-0.006,-1268.052,-0.416,426.99,-0.445,-0.861,1.383,0,0,87858,,,,,293,8.383,5.06,
68,80.404,3.43,162403.388,3.329,0.017,-1287.457,-0.19,424.394,-0.457,-0.647,1.384,0,0,87760,,,,,292,8.457,5.128,
69,80.15,3.176,161106.301,3.357,0.036,-1306.688,-0.015,424.488,-0.458,-0.473,1.384,0,0,87650,,,,,291,8.525,5.168,
70,80.396,3.422,159790.076,3.398,0.045,-1325.729,0.062,426.264,-0.453,-0.391,1.383,0,0,87762,,,,,290,8.583,5.185,
71,80.634,3.66,158454.91,3.444,0.044,-1344.567,0.035,428.371,-0.446,-0.412,1.383,0,0,87958,,,,,289,8.628,5.184,
72,80.211,3.238,157101.015,3.484,0.035,-1363.187,-0.063,429.657,-0.443,-0.506,1.383,0,0,87888,,,,,288,8.661,5.177,
73,80.857,3.883,155728.614,3.514,0.025,-1381.575,-0.176,429.551,-0.445,-0.621,1.383,0,0,87718,,,,,287,8.697,5.183,
74,80.296,3.322,154337.947,3.535,0.02,-1399.717,-0.233,428.297,-0.452,-0.684,1.383,0,0,87704,,,,,286,8.753,5.218,
75,80.519,3.545,152929.267,3.558,0.029,-1417.597,-0.156,427.101,-0.459,-0.615,1.383,0,0,87696,,,,,285,8.842,5.284,
76,80.865,3.891,151502.844,3.599,0.058,-1435.202,0.097,428.024,-0.457,-0.359,1.383,0,0,87636,,,,,284,8.964,5.365,
77,80.15,3.176,150058.96,3.678,0.102,-1452.516,0.482,433.205,-0.438,0.044,1.383,0,0,87832,,,,,283,9.103,5.425,
78,80.142,3.168,148597.913,3.802,0.145,-1469.525,0.845,443.483,-0.399,0.446,1.382,0,0,87704,,,,,282,9.246,5.444,
79,81.203,4.229,147120.018,3.96,0.166,-1486.212,1.001,457.346,-0.345,0.656,1.38,0,0,87406,,,,,281,9.39,5.43,
80,81.195,4.222,145625.601,4.124,0.155,-1502.564,0.865,471.378,-0.29,0.575,1.379,0,0,87294,,,,,280,9.544,5.42,
81,81.787,4.813,144115.007,4.262,0.12,-1518.564,0.523,482.193,-0.247,0.276,1.378,0,0,87440,,,,,279,9.714,5.452,
82,81.572,4.598,142588.595,4.363,0.083,-1534.198,0.165,488.373,-0.224,-0.059,1.377,0,0,87252,,,,,278,9.903,5.54,
83,80.957,3.983,141046.738,4.432,0.059,-1549.451,-0.073,490.756,-0.216,-0.289,1.377,0,0,86686,,,,,277,10.098,5.666,
84,81.418,4.444,139489.824,4.484,0.047,-1564.308,-0.192,491.039,-0.217,-0.409,1.377,0,0,86540,,,,,276,10.289,5.805,
85,81.511,4.537,137918.259,4.528,0.04,-1578.753,-0.272,490.231,-0.222,-0.495,1.377,0,0,86410,,,,,275,10.464,5.936,
86,81.818,4.844,136332.461,4.564,0.031,-1592.771,-0.361,488.394,-0.232,-0.593,1.377,0,0,86002,,,,,274,10.62,6.056,
87,81.956,4.983,134732.865,4.591,0.025,-1606.347,-0.425,485.528,-0.246,-0.671,1.377,0,0,85884,,,,,273,10.76,6.169,
88,80.773,3.799,133119.919,4.616,0.028,-1619.467,-0.409,482.32,-0.262,-0.672,1.378,0,0,85768,,,,,272,10.888,6.272,
89,82.033,5.059,131494.089,4.649,0.041,-1632.115,-0.313,479.9,-0.275,-0.587,1.378,0,0,85594,,,,,271,11.014,6.365,
90,81.526,4.552,129855.852,4.699,0.057,-1644.276,-0.197,478.972,-0.281,-0.479,1.378,0,0,85370,,,,,270,11.146,6.447,
91,81.249,4.275,128205.703,4.763,0.068,-1655.937,-0.133,479.296,-0.283,-0.416,1.378,0,0,85324,,,,,269,11.293,6.53,
92,82.564,5.59,126544.149,4.832,0.07,-1667.083,-0.14,480.012,-0.282,-0.422,1.378,0,0,85372,,,,,268,11.463,6.631,
93,81.618,4.644,124871.714,4.901,0.068,-1677.699,-0.18,480.405,-0.284,-0.463,1.378,0,0,85372,,,,,267,11.66,6.759,
94,81.933,4.96,123188.933,4.968,0.068,-1687.771,-0.2,480.407,-0.286,-0.486,1.378,0,0,85336,,,,,266,11.883,6.915,
95,81.78,4.806,121496.357,5.038,0.073,-1697.286,-0.177,480.473,-0.289,-0.467,1.378,0,0,85366,,,,,265,12.127,7.089,
96,82.433,5.459,119794.551,5.116,0.082,-1706.23,-0.136,481.049,-0.29,-0.426,1.378,0,0,85598,,,,,264,12.384,7.268,
97,81.833,4.86,118084.093,5.201,0.087,-1714.589,-0.124,482.089,-0.289,-0.412,1.378,0,0,85856,,,,,263,12.645,7.444,
98,82.179,5.206,116365.573,5.287,0.083,-1722.35,-0.177,482.955,-0.288,-0.466,1.378,0,0,85740,,,,,262,12.908,7.621,
99,82.741,5.767,114639.596,5.365,0.071,-1729.501,-0.291,482.779,-0.293,-0.583,1.378,0,0,85922,,,,,261,13.173,7.808,
100,82.402,5.428,112906.779,5.428,0.057,-1736.029,-0.408,481.093,-0.303,-0.712,1.378,0,0,86278,,,,,260,13.444,8.016,
101,82.61,5.636,111167.751,5.481,0.052,-1741.921,-0.458,478.296,-0.319,-0.778,1.378,0,0,86558,,,,,259,13.723,8.242,
102,82.126,5.152,109423.153,5.537,0.064,-1747.165,-0.395,475.593,-0.335,-0.729,1.378,0,0,86782,,,,,258,14.01,8.473,
103,82.61,5.636,107673.64,5.613,0.092,-1751.751,-0.224,474.453,-0.344,-0.568,1.378,0,0,86422,,,,,257,14.301,8.688,
104,82.518,5.544,105919.875,5.724,0.131,-1755.666,-0.001,475.949,-0.342,-0.343,1.378,0,0,86118,,,,,256,14.593,8.869,
105,82.879,5.905,104162.534,5.874,0.167,-1758.9,0.197,480.287,-0.327,-0.13,1.378,0,0,86846,,,,,255,14.883,9.009,
106,82.556,5.582,102402.304,6.054,0.189,-1761.443,0.292,486.653,-0.304,-0.012,1.377,0,0,88334,,,,,254,15.175,9.121,
107,83.417,6.443,100639.882,6.246,0.189,-1763.283,0.242,493.42,-0.278,-0.036,1.377,0,0,87634,,,,,253,15.48,9.234,
108,83.694,6.72,98875.974,6.427,0.17,-1764.413,0.073,498.821,-0.259,-0.186,1.376,0,0,85712,,,,,252,15.815,9.388,
109,83.84,6.866,97111.297,6.583,0.143,-1764.821,-0.13,501.825,-0.25,-0.38,1.376,0,0,85874,,,,,251,16.192,9.609,
110,83.725,6.751,95346.576,6.715,0.124,-1764.5,-0.278,502.6,-0.252,-0.53,1.376,0,0,87648,,,,,250,16.613,9.898,
111,83.386,6.412,93582.544,6.836,0.12,-1763.44,-0.335,502.156,-0.259,-0.594,1.376,0,0,87582,,,,,249,17.072,10.236,
112,83.901,6.928,91819.943,6.958,0.127,-1761.635,-0.324,501.541,-0.266,-0.591,1.376,0,0,86330,,,,,248,17.553,10.595,
113,84.186,7.212,90059.524,7.092,0.141,-1759.077,-0.276,501.388,-0.272,-0.548,1.376,0,0,86582,,,,,247,18.042,10.95,
114,84.578,7.604,88302.042,7.244,0.163,-1755.759,-0.193,502.106,-0.275,-0.468,1.376,0,0,87072,,,,,246,18.535,11.291,
115,83.709,6.735,86548.262,7.421,0.193,-1751.674,-0.075,504.159,-0.271,-0.346,1.375,0,0,86200,,,,,245,19.039,11.618,
116,84.762,7.789,84798.952,7.629,0.224,-1746.816,0.042,507.853,-0.26,-0.218,1.375,0,0,86378,,,,,244,19.569,11.94,
117,84.147,7.174,83054.889,7.865,0.244,-1741.181,0.092,512.794,-0.243,-0.151,1.375,0,0,87846,,,,,243,20.143,12.278,
118,85.739,8.765,81316.852,8.112,0.245,-1734.763,0.037,517.823,-0.226,-0.188,1.374,0,0,87292,,,,,242,20.771,12.659,
119,85.408,8.434,79585.626,8.352,0.233,-1727.558,-0.078,521.777,-0.213,-0.292,1.374,0,0,86062,,,,,241,21.45,13.098,
120,85.939,8.965,77862,8.581,0.228,-1719.562,-0.156,524.475,-0.207,-0.363,1.373,0,0,86810,,,,,240,22.168,13.587,
121,85.416,8.442,76146.766,8.815,0.245,-1710.773,-0.127,526.917,-0.202,-0.329,1.373,0,0,87822,,,,,239,22.905,14.09,
122,85.339,8.365,74440.72,9.078,0.282,-1701.187,-0.013,530.442,-0.192,-0.205,1.373,0,0,87200,,,,,238,23.645,14.567,
123,86.461,9.487,72744.659,9.38,0.321,-1690.802,0.101,535.631,-0.174,-0.073,1.372,0,0,87182,,,,,237,24.386,15.006,
124,86.746,9.772,71059.383,9.716,0.347,-1679.617,0.142,541.965,-0.15,-0.008,1.372,0,0,88042,,,,,236,25.138,15.422,
125,87.399,10.425,69385.691,10.069,0.357,-1667.632,0.108,548.424,-0.125,-0.017,1.371,0,0,88092,,,,,235,25.924,15.855,
126,87.069,10.095,67724.385,10.427,0.36,-1654.846,0.048,554.339,-0.103,-0.055,1.371,0,0,87690,,,,,234,26.763,16.336,
127,87.883,10.91,66076.266,10.791,0.37,-1641.259,0.012,559.738,-0.084,-0.072,1.37,0,0,88390,,,,,233,27.667,16.876,
128,87.976,11.002,64442.134,11.171,0.39,-1626.872,0.017,565.078,-0.064,-0.047,1.369,0,0,88390,,,,,232,28.643,17.472,
129,88.337,11.363,62822.788,11.575,0.419,-1611.687,0.05,570.811,-0.042,0.008,1.369,0,0,87354,,,,,231,29.693,18.118,
130,89.067,12.094,61219.024,12.01,0.451,-1595.707,0.09,577.149,-0.017,0.072,1.368,0,0,87484,,,,,230,30.816,18.806,
131,89.413,12.439,59631.639,12.477,0.483,-1578.933,0.118,584.065,0.011,0.129,1.368,0,0,88720,,,,,229,32.006,19.529,
132,89.575,12.601,58061.422,12.974,0.509,-1561.369,0.119,591.327,0.041,0.161,1.367,0,0,87902,,,,,228,33.249,20.275,
133,90.613,13.639,56509.163,13.493,0.526,-1543.019,0.08,598.516,0.072,0.152,1.366,0,0,86772,,,,,227,34.535,21.042,
134,90.874,13.9,54975.644,14.022,0.532,-1523.888,0.005,605.135,0.1,0.105,1.366,0,0,87364,,,,,226,35.866,21.844,
135,91.804,14.83,53461.645,14.557,0.538,-1503.982,-0.074,610.905,0.123,0.05,1.365,0,0,87626,,,,,225,37.261,22.704,
136,92.235,15.261,51967.937,15.101,0.555,-1483.305,-0.111,616.047,0.144,0.033,1.365,0,0,86912,,,,,224,38.751,23.65,
137,92.089,15.115,50495.289,15.674,0.596,-1461.865,-0.076,621.296,0.165,0.09,1.364,0,0,86668,,,,,223,40.364,24.69,
138,93.173,16.199,49044.459,16.3,0.659,-1439.669,0.021,627.53,0.193,0.214,1.364,0,0,86938,,,,,222,42.11,25.81,
139,93.495,16.522,47616.2,16.996,0.734,-1416.724,0.137,635.277,0.229,0.366,1.363,0,0,86554,,,,,221,43.973,26.977,
140,94.595,17.621,46211.258,17.766,0.804,-1393.038,0.222,644.461,0.275,0.497,1.362,0,0,86360,,,,,220,45.932,28.166,
141,95.748,18.774,44830.367,18.599,0.859,-1368.621,0.251,654.521,0.326,0.577,1.361,0,0,87050,,,,,219,47.977,29.378,
142,96.002,19.028,43474.256,19.48,0.9,-1343.482,0.229,664.773,0.381,0.609,1.36,0,0,86520,,,,,218,50.124,30.644,
143,97.554,20.581,42143.64,20.396,0.934,-1317.632,0.183,674.752,0.434,0.618,1.359,0,0,85926,,,,,217,52.396,32,
144,98.446,21.472,40839.226,21.348,0.972,-1291.08,0.148,684.382,0.487,0.635,1.358,0,0,86604,,,,,216,54.804,33.456,
145,98.861,21.887,39561.71,22.345,1.024,-1263.838,0.142,693.92,0.541,0.683,1.358,0,0,87260,,,,,215,57.336,34.991,
146,100.014,23.041,38311.776,23.401,1.091,-1235.918,0.168,703.755,0.599,0.767,1.357,0,0,86546,,,,,214,59.97,36.569,
147,101.59,24.616,37090.096,24.53,1.17,-1207.333,0.215,714.208,0.662,0.877,1.356,0,0,86326,,,,,213,62.697,38.167,
148,102.275,25.301,35897.328,25.745,1.26,-1178.095,0.272,725.461,0.732,1.005,1.355,0,0,87212,,,,,212,65.52,39.775,
149,103.643,26.669,34734.119,27.053,1.358,-1148.218,0.338,737.612,0.811,1.149,1.354,0,0,87224,,,,,211,68.449,41.396,
150,105.619,28.645,33601.101,28.463,1.465,-1117.715,0.41,750.749,0.898,1.309,1.353,0,0,86590,,,,,210,71.487,43.024,
151,106.164,29.191,32498.892,29.984,1.577,-1086.602,0.482,764.916,0.996,1.478,1.351,0,0,86818,,,,,209,74.635,44.651,
152,108.109,31.135,31428.095,31.617,1.688,-1054.894,0.537,780.012,1.104,1.641,1.35,0,0,86924,,,,,208,77.888,46.271,
153,110.239,33.265,30389.297,33.358,1.792,-1022.606,0.566,795.761,1.221,1.787,1.349,0,0,86578,,,,,207,81.235,47.877,
154,112.322,35.348,29383.071,35.199,1.889,-989.754,0.577,811.87,1.344,1.922,1.348,0,0,86330,,,,,206,84.655,49.456,
155,113.544,36.571,28409.972,37.139,1.993,-956.354,0.596,828.247,1.474,2.07,1.346,0,0,86848,,,,,205,88.12,50.981,
156,115.997,39.023,27470.539,39.19,2.115,-922.425,0.643,845.098,1.613,2.256,1.345,0,0,86496,,,,,204,91.6,52.41,
157,117.642,40.668,26565.293,41.374,2.257,-887.983,0.723,862.794,1.764,2.487,1.343,0,0,86012,,,,,203,95.056,53.682,
158,120.248,43.274,25694.738,43.709,2.412,-853.046,0.818,881.604,1.929,2.747,1.342,0,0,86096,,,,,202,98.427,54.718,
159,122.662,45.688,24859.361,46.197,2.561,-817.632,0.896,901.494,2.109,3.005,1.341,0,0,86372,,,,,201,101.634,55.437,
160,125.575,48.601,24059.627,48.823,2.686,-781.761,0.934,922.094,2.303,3.237,1.339,0,0,85944,,,,,200,104.59,55.767,
161,127.935,50.962,23295.985,51.56,2.782,-745.451,0.931,942.876,2.505,3.436,1.337,0,0,85954,,,,,199,107.214,55.654,
162,131.971,54.997,22568.864,54.383,2.861,-708.722,0.912,963.452,2.713,3.625,1.336,0,0,85968,,,,,198,109.428,55.045,
163,134.024,57.05,21878.674,57.283,2.944,-671.594,0.914,983.806,2.926,3.84,1.335,0,0,86034,,,,,197,111.13,53.847,
164,136.83,59.856,21225.802,60.275,3.045,-634.087,0.961,1004.294,3.148,4.109,1.333,0,0,86004,,,,,196,112.206,51.931,
165,139.259,62.285,20610.619,63.376,3.16,-596.222,1.045,1025.363,3.382,4.427,1.332,0,0,86244,,,,,195,112.554,49.178,
166,143.618,66.644,20033.472,66.59,3.264,-558.019,1.132,1047.196,3.631,4.763,1.33,0,0,86136,,,,,194,112.14,45.55,
167,146.816,69.842,19494.687,69.891,3.328,-519.499,1.185,1069.545,3.891,5.076,1.329,0,0,86302,,,,,193,111.026,41.135,
168,149.822,72.848,18994.572,73.227,3.332,-480.685,1.185,1091.839,4.158,5.344,1.327,0,0,86552,,,,,192,109.369,36.142,
169,154.511,77.537,18533.409,76.535,3.274,-441.597,1.141,1113.458,4.425,5.565,1.326,0,0,86716,,,,,191,107.401,30.866,
170,157.01,80.036,18111.461,79.758,3.165,-402.258,1.07,1133.939,4.684,5.754,1.325,0,0,86974,,,,,190,105.378,25.62,
171,159.808,82.834,17728.969,82.851,3.014,-362.69,0.99,1153.035,4.933,5.923,1.323,0,0,87344,,,,,189,103.522,20.671,
172,163.49,86.516,17386.151,85.775,2.828,-322.915,0.911,1170.644,5.169,6.079,1.322,0,0,87372,,,,,188,101.98,16.205,
173,166.519,89.545,17083.201,88.496,2.608,-282.956,0.835,1186.733,5.388,6.223,1.322,0,0,87784,,,,,187,100.807,12.311,
174,168.502,91.528,16820.293,90.98,2.353,-242.835,0.76,1201.265,5.59,6.349,1.321,0,0,88028,,,,,186,99.991,9.011,
175,170.686,93.712,16597.578,93.189,2.057,-202.575,0.675,1214.138,5.771,6.446,1.32,0,0,87936,,,,,185,99.484,6.295,
176,172.815,95.841,16415.182,95.08,1.717,-162.199,0.575,1225.163,5.927,6.502,1.319,0,0,87990,,,,,184,99.231,4.151,
177,175.629,98.655,16273.211,96.612,1.342,-121.731,0.464,1234.138,6.055,6.519,1.319,0,0,88294,,,,,183,99.156,2.544,
178,175.921,98.947,16171.744,97.76,0.955,-81.193,0.366,1241.019,6.152,6.519,1.318,0,0,88424,,,,,182,99.166,1.406,
179,175.975,99.001,16110.841,98.53,0.593,-40.608,0.315,1246.09,6.222,6.537,1.318,0,0,88358,,,,,181,99.142,0.612,
180,176.828,99.854,16090.536,98.966,0.291,0,0.345,1250.016,6.271,6.615,1.318,0,0,88234,,,,,,,,
181,177.105,100.131,16110.841,99.142,0.081,40.608,0.488,1253.831,6.309,6.797,1.318,0,0,88282,,,,,,,,
182,176.297,99.324,16171.744,99.166,-0.013,81.193,0.767,1258.868,6.353,7.12,1.318,0,0,88316,,,,,,,,
183,175.421,98.447,16273.211,99.156,0.015,121.731,1.192,1266.645,6.418,7.61,1.317,0,0,88424,,,,,,,,
184,175.329,98.355,16415.182,99.231,0.15,162.199,1.75,1278.651,6.522,8.272,1.316,0,0,88426,,,,,,,,
185,175.721,98.747,16597.578,99.484,0.369,202.575,2.422,1296.166,6.677,9.099,1.316,0,0,87848,,,,,,,,
186,176.613,99.639,16820.293,99.991,0.653,242.835,3.195,1320.242,6.895,10.09,1.314,0,0,87758,,,,,,,,
187,176.72,99.746,17083.201,100.807,0.99,282.956,4.069,1351.827,7.183,11.252,1.313,0,0,87912,,,,,,,,
