rpm,mode,stroke(1:2stroke/2:4stroke),encoder,cylinder,count,Pcomp,TDC Marker Offset,Firing Tolerance,CylinderDiameter,CombustionChamberStroke,ConnectingRodLength,InitialPressure,InitialTemperature,EngineRpm,CrankRadius,CompressionRatio,SpecificGravity,IndexLowCalorificPower,,,,
12,78.082,1.937,203297.324,2.009,-0.035,-203.044,-0.496,672.914,0.273,-0.224,1.359,0,0,128184,,,,,348,1.992,-0.017,
13,77.997,1.852,203085.675,1.97,-0.042,-220.264,-0.595,658.986,0.245,-0.35,1.361,0,0,128206,,,,,347,1.995,0.025,
14,77.874,1.729,202856.772,1.927,-0.041,-237.554,-0.583,644.143,0.216,-0.367,1.362,0,0,127966,,,,,346,2.01,0.083,
15,78.674,2.529,202610.542,1.888,-0.037,-254.918,-0.522,630.277,0.189,-0.333,1.363,0,0,127470,,,,,345,2.025,0.137,
16,77.513,1.368,202346.91,1.855,-0.03,-272.361,-0.434,618.271,0.166,-0.268,1.364,0,0,127318,,,,,344,2.028,0.173,
17,77.821,1.675,202065.793,1.829,-0.022,-289.885,-0.326,608.787,0.148,-0.178,1.365,0,0,126576,,,,,343,2.014,0.185,
18,78.205,2.06,201767.11,1.812,-0.013,-307.496,-0.213,602.205,0.135,-0.078,1.366,0,0,126738,,,,,342,1.988,0.176,
19,77.89,1.744,201450.771,1.803,-0.005,-325.197,-0.112,598.411,0.128,0.016,1.366,0,0,125966,,,,,341,1.962,0.159,
20,77.851,1.706,201116.685,1.802,0.003,-342.99,-0.012,597.166,0.125,0.113,1.366,0,0,125648,,,,,340,1.949,0.147,
21,77.967,1.821,200764.759,1.81,0.013,-360.88,0.111,598.732,0.128,0.239,1.366,0,0,125500,,,,,339,1.95,0.14,
22,78.036,1.891,200394.893,1.83,0.026,-378.868,0.273,603.979,0.138,0.412,1.366,0,0,125042,,,,,338,1.962,0.132,
23,77.698,1.552,200006.99,1.863,0.041,-396.957,0.456,613.762,0.157,0.613,1.365,0,0,125310,,,,,337,1.971,0.108,
24,78.274,2.129,199600.945,1.91,0.052,-415.15,0.604,627.958,0.184,0.789,1.364,0,0,124904,,,,,336,1.965,0.055,
25,77.913,1.768,199176.655,1.965,0.056,-433.448,0.643,644.704,0.217,0.86,1.362,0,0,125044,,,,,335,1.937,-0.028,
26,78.159,2.014,198734.014,2.017,0.046,-451.853,0.515,660.373,0.248,0.762,1.361,0,0,124942,,,,,334,1.885,-0.132,
27,78.451,2.306,198272.913,2.053,0.024,-470.366,0.226,670.648,0.268,0.494,1.36,0,0,124872,,,,,333,1.817,-0.236,
28,78.428,2.283,197793.246,2.063,-0.004,-488.988,-0.141,672.359,0.271,0.13,1.359,0,0,125020,,,,,332,1.747,-0.316,
29,78.174,2.029,197294.901,2.046,-0.029,-507.72,-0.458,665.107,0.257,-0.201,1.36,0,0,124450,,,,,331,1.698,-0.348,
30,78.02,1.875,196777.77,2.011,-0.04,-526.561,-0.6,651.784,0.231,-0.369,1.361,0,0,124952,,,,,330,1.694,-0.317,
31,78.359,2.213,196241.743,1.973,-0.032,-545.512,-0.5,637.803,0.203,-0.297,1.363,0,0,124328,,,,,329,1.739,-0.234,
32,77.944,1.798,195686.709,1.952,-0.006,-564.573,-0.177,629.336,0.187,0.009,1.363,0,0,124416,,,,,328,1.816,-0.136,
33,77.598,1.452,195112.561,1.963,0.028,-583.741,0.254,630.906,0.19,0.444,1.363,0,0,124402,,,,,327,1.893,-0.07,
34,78.243,2.098,194519.191,2.007,0.057,-603.017,0.608,643.039,0.213,0.822,1.362,0,0,123732,,,,,326,1.936,-0.071,
35,78.159,2.014,193906.492,2.07,0.065,-622.398,0.704,661.276,0.249,0.953,1.36,0,0,124330,,,,,325,1.925,-0.145,
36,78.374,2.229,193274.36,2.128,0.046,-641.883,0.464,677.66,0.281,0.745,1.359,0,0,123678,,,,,324,1.858,-0.27,
37,78.651,2.506,192622.693,2.157,0.008,-661.469,-0.025,684.41,0.294,0.269,1.358,0,0,123926,,,,,323,1.752,-0.405,
38,78.589,2.444,191951.39,2.144,-0.033,-681.153,-0.543,677.842,0.281,-0.262,1.359,0,0,123912,,,,,322,1.636,-0.508,
39,78.005,1.86,191260.356,2.095,-0.059,-700.932,-0.86,660.215,0.247,-0.614,1.361,0,0,124026,,,,,321,1.536,-0.559,
40,78.528,2.383,190549.496,2.033,-0.061,-720.803,-0.875,638.255,0.203,-0.672,1.363,0,0,124418,,,,,320,1.471,-0.562,
41,77.467,1.322,189818.721,1.98,-0.044,-740.761,-0.662,619.14,0.166,-0.496,1.364,0,0,124568,,,,,319,1.448,-0.532,
42,78.051,1.906,189067.947,1.947,-0.023,-760.802,-0.406,606.511,0.141,-0.265,1.366,0,0,124740,,,,,318,1.462,-0.485,
43,78.128,1.983,188297.091,1.932,-0.011,-780.922,-0.265,599.24,0.127,-0.138,1.366,0,0,124712,,,,,317,1.505,-0.427,
44,78.497,2.352,187506.078,1.922,-0.011,-801.115,-0.266,593.626,0.116,-0.151,1.367,0,0,125316,,,,,316,1.565,-0.357,
45,77.798,1.652,186694.838,1.908,-0.016,-821.376,-0.324,586.906,0.102,-0.222,1.367,0,0,125148,,,,,315,1.629,-0.279,
46,78.059,1.914,185863.306,1.891,-0.016,-841.698,-0.332,579.122,0.087,-0.245,1.368,0,0,125232,,,,,314,1.683,-0.208,
47,78.005,1.86,185011.423,1.878,-0.01,-862.076,-0.256,572.269,0.074,-0.182,1.369,0,0,125894,,,,,313,1.721,-0.157,
48,77.821,1.675,184139.138,1.873,0.001,-882.502,-0.127,568.256,0.066,-0.061,1.369,0,0,125446,,,,,312,1.75,-0.123,
49,78.143,1.998,183246.405,1.881,0.014,-902.97,0.011,567.809,0.065,0.076,1.369,0,0,125914,,,,,311,1.786,-0.095,
50,78.028,1.883,182333.187,1.901,0.026,-923.471,0.15,570.936,0.07,0.221,1.369,0,0,126096,,,,,310,1.845,-0.056,
51,78.082,1.937,181399.454,1.933,0.039,-943.998,0.295,577.739,0.083,0.378,1.368,0,0,126076,,,,,309,1.931,-0.002,
52,77.959,1.814,180445.185,1.978,0.05,-964.543,0.408,588.07,0.103,0.511,1.367,0,0,126490,,,,,308,2.043,0.065,
53,78.12,1.975,179470.366,2.029,0.049,-985.096,0.391,599.999,0.126,0.517,1.366,0,0,126208,,,,,307,2.179,0.15,
54,78.097,1.952,178474.993,2.071,0.029,-1005.649,0.146,608.799,0.143,0.289,1.365,0,0,126596,,,,,306,2.338,0.267,
55,78.758,2.613,177459.071,2.081,-0.012,-1026.192,-0.32,608.303,0.142,-0.178,1.365,0,0,126710,,,,,305,2.519,0.438,
56,78.551,2.406,176422.615,2.045,-0.058,-1046.716,-0.845,594.487,0.115,-0.73,1.367,0,0,126994,,,,,304,2.704,0.659,
57,78.059,1.914,175365.649,1.969,-0.09,-1067.21,-1.188,568.737,0.064,-1.124,1.369,0,0,127242,,,,,303,2.871,0.902,
58,78.028,1.883,174288.208,1.874,-0.092,-1087.664,-1.186,538.079,0.004,-1.181,1.372,0,0,127302,,,,,302,3.005,1.131,
59,77.429,1.283,173190.337,1.794,-0.062,-1108.067,-0.845,511.929,-0.046,-0.891,1.375,0,0,127572,,,,,301,3.107,1.313,
60,78.067,1.921,172072.094,1.755,-0.015,-1128.408,-0.326,497.535,-0.074,-0.4,1.376,0,0,127516,,,,,300,3.197,1.442,
61,77.298,1.153,170933.546,1.765,0.031,-1148.675,0.159,496.933,-0.076,0.083,1.376,0,0,127770,,,,,299,3.298,1.533,
62,78.12,1.975,169774.772,1.812,0.06,-1168.857,0.453,506.923,-0.057,0.396,1.375,0,0,127858,,,,,298,3.416,1.604,
63,78.228,2.083,168595.865,1.878,0.068,-1188.941,0.522,521.63,-0.029,0.492,1.374,0,0,128172,,,,,297,3.542,1.664,
64,78.12,1.975,167396.927,1.943,0.061,-1208.915,0.436,535.813,-0.002,0.433,1.372,0,0,128292,,,,,296,3.654,1.711,
65,78.213,2.067,166178.075,1.998,0.05,-1228.767,0.308,546.938,0.019,0.327,1.371,0,0,128296,,,,,295,3.734,1.736,
66,77.982,1.837,164939.438,2.043,0.042,-1248.484,0.218,555.15,0.034,0.252,1.37,0,0,128582,,,,,294,3.777,1.734,
67,78.428,2.283,163681.157,2.083,0.039,-1268.052,0.179,561.784,0.047,0.226,1.37,0,0,128126,,,,,293,3.794,1.711,
68,78.243,2.098,162403.388,2.122,0.038,-1287.457,0.153,567.763,0.058,0.211,1.369,0,0,128294,,,,,292,3.802,1.68,
69,78.059,1.914,161106.301,2.158,0.033,-1306.688,0.095,572.816,0.068,0.163,1.369,0,0,127754,,,,,291,3.821,1.663,
70,78.651,2.506,159790.076,2.187,0.024,-1325.729,-0.013,575.752,0.073,0.06,1.368,0,0,127866,,,,,290,3.86,1.673,
71,78.305,2.16,158454.91,2.205,0.012,-1344.567,-0.141,575.525,0.072,-0.069,1.368,0,0,127342,,,,,289,3.916,1.711,
72,78.512,2.367,157101.015,2.212,0.003,-1363.187,-0.227,572.374,0.066,-0.162,1.369,0,0,127392,,,,,288,3.977,1.765,
73,78.374,2.229,155728.614,2.214,0.003,-1381.575,-0.231,568.027,0.056,-0.175,1.369,0,0,127514,,,,,287,4.031,1.817,
74,77.99,1.844,154337.947,2.22,0.01,-1399.717,-0.172,564.566,0.049,-0.123,1.37,0,0,126782,,,,,286,4.074,1.854,
75,78.482,2.336,152929.267,2.234,0.017,-1417.597,-0.112,562.892,0.045,-0.066,1.37,0,0,127002,,,,,285,4.115,1.881,
76,78.374,2.229,151502.844,2.253,0.019,-1435.202,-0.098,562.275,0.044,-0.055,1.37,0,0,126704,,,,,284,4.169,1.916,
77,78.751,2.605,150058.96,2.271,0.017,-1452.516,-0.124,561.431,0.041,-0.082,1.37,0,0,126346,,,,,283,4.25,1.979,
78,78.313,2.167,148597.913,2.287,0.016,-1469.525,-0.142,559.912,0.038,-0.105,1.37,0,0,126490,,,,,282,4.357,2.07,
79,78.074,1.929,147120.018,2.304,0.019,-1486.212,-0.119,558.449,0.034,-0.085,1.37,0,0,125870,,,,,281,4.479,2.175,
80,78.851,2.705,145625.601,2.327,0.028,-1502.564,-0.05,558.269,0.033,-0.017,1.37,0,0,126162,,,,,280,4.597,2.27,
81,78.29,2.144,144115.007,2.361,0.04,-1518.564,0.057,560.453,0.037,0.094,1.37,0,0,125716,,,,,279,4.699,2.338,
82,78.574,2.429,142588.595,2.409,0.057,-1534.198,0.195,565.877,0.047,0.242,1.369,0,0,125432,,,,,278,4.782,2.373,
83,78.605,2.459,141046.738,2.475,0.076,-1549.451,0.346,575.175,0.065,0.411,1.369,0,0,125410,,,,,277,4.845,2.37,
84,78.374,2.229,139489.824,2.559,0.091,-1564.308,0.462,588.154,0.091,0.553,1.367,0,0,124994,,,,,276,4.894,2.335,
85,78.874,2.728,137918.259,2.654,0.095,-1578.753,0.476,603.05,0.12,0.596,1.366,0,0,124942,,,,,275,4.926,2.272,
86,79.189,3.044,136332.461,2.745,0.083,-1592.771,0.344,616.545,0.147,0.491,1.365,0,0,124698,,,,,274,4.943,2.198,
87,78.735,2.59,134732.865,2.816,0.056,-1606.347,0.086,624.969,0.164,0.25,1.364,0,0,124564,,,,,273,4.95,2.134,
88,79.52,3.374,133119.919,2.855,0.023,-1619.467,-0.21,626.087,0.166,-0.044,1.364,0,0,124482,,,,,272,4.958,2.103,
89,78.966,2.821,131494.089,2.864,-0.003,-1632.115,-0.433,620.343,0.153,-0.279,1.364,0,0,124152,,,,,271,4.977,2.113,
90,79.066,2.921,129855.852,2.854,-0.013,-1644.276,-0.521,610.56,0.132,-0.388,1.365,0,0,124062,,,,,270,5.018,2.164,
91,78.789,2.644,128205.703,2.841,-0.011,-1655.937,-0.498,600.109,0.11,-0.388,1.366,0,0,123802,,,,,269,5.08,2.239,
92,78.589,2.444,126544.149,2.834,-0.004,-1667.083,-0.445,590.864,0.09,-0.355,1.367,0,0,123964,,,,,268,5.162,2.328,
93,79.32,3.174,124871.714,2.833,-0.001,-1677.699,-0.419,582.703,0.073,-0.346,1.368,0,0,124016,,,,,267,5.259,2.426,
94,79.404,3.259,123188.933,2.833,0.001,-1687.771,-0.407,574.891,0.056,-0.351,1.369,0,0,123614,,,,,266,5.368,2.535,
95,78.682,2.536,121496.357,2.836,0.007,-1697.286,-0.362,567.683,0.04,-0.322,1.369,0,0,124022,,,,,265,5.489,2.653,
96,78.559,2.413,119794.551,2.849,0.02,-1706.23,-0.269,562.32,0.028,-0.242,1.37,0,0,123870,,,,,264,5.619,2.77,
97,79.112,2.967,118084.093,2.877,0.035,-1714.589,-0.167,559.681,0.021,-0.146,1.37,0,0,123962,,,,,263,5.748,2.871,
98,79.189,3.044,116365.573,2.918,0.046,-1722.35,-0.093,559.449,0.02,-0.074,1.37,0,0,124002,,,,,262,5.867,2.949,
99,79.42,3.274,114639.596,2.969,0.055,-1729.501,-0.048,560.745,0.021,-0.027,1.37,0,0,124136,,,,,261,5.962,2.993,
100,78.643,2.498,112906.779,3.028,0.064,-1736.029,-0.001,563.214,0.025,0.024,1.37,0,0,124172,,,,,260,6.027,2.999,
101,79.227,3.082,111167.751,3.097,0.075,-1741.921,0.063,567.208,0.032,0.095,1.369,0,0,124156,,,,,259,6.072,2.975,
102,79.619,3.474,109423.153,3.179,0.087,-1747.165,0.124,573.005,0.043,0.167,1.369,0,0,124428,,,,,258,6.117,2.938,
103,79.174,3.028,107673.64,3.27,0.094,-1751.751,0.142,580.028,0.057,0.199,1.368,0,0,124484,,,,,257,6.184,2.914,
104,79.32,3.174,105919.875,3.363,0.089,-1755.666,0.089,586.743,0.07,0.159,1.367,0,0,124674,,,,,256,6.284,2.921,
105,79.958,3.812,104162.534,3.446,0.075,-1758.9,-0.027,591.295,0.078,0.051,1.367,0,0,124668,,,,,255,6.417,2.971,
106,79.781,3.636,102402.304,3.512,0.058,-1761.443,-0.164,592.516,0.08,-0.084,1.367,0,0,124852,,,,,254,6.575,3.063,
107,79.789,3.643,100639.882,3.562,0.043,-1763.283,-0.272,590.538,0.074,-0.198,1.367,0,0,125066,,,,,253,6.747,3.185,
108,79.635,3.49,98875.974,3.6,0.035,-1764.413,-0.333,586.441,0.064,-0.27,1.367,0,0,125148,,,,,252,6.922,3.322,
109,79.312,3.167,97111.297,3.633,0.031,-1764.821,-0.364,581.262,0.051,-0.313,1.368,0,0,125590,,,,,251,7.096,3.463,
110,80.357,4.212,95346.576,3.664,0.031,-1764.5,-0.376,575.551,0.037,-0.339,1.368,0,0,125650,,,,,250,7.274,3.61,
111,80.058,3.912,93582.544,3.697,0.036,-1763.44,-0.353,569.91,0.023,-0.33,1.369,0,0,126006,,,,,249,7.47,3.773,
112,79.619,3.474,91819.943,3.739,0.051,-1761.635,-0.278,565.547,0.012,-0.266,1.369,0,0,126010,,,,,248,7.701,3.962,
113,79.32,3.174,90059.524,3.8,0.072,-1759.077,-0.169,563.752,0.006,-0.163,1.37,0,0,126068,,,,,247,7.971,4.171,
114,80.242,4.097,88302.042,3.882,0.092,-1755.759,-0.079,564.766,0.006,-0.073,1.37,0,0,126474,,,,,246,8.266,4.384,
115,80.342,4.197,86548.262,3.981,0.103,-1751.674,-0.039,567.572,0.01,-0.029,1.369,0,0,126572,,,,,245,8.564,4.583,
116,80.396,4.251,84798.952,4.088,0.111,-1746.816,-0.024,571.04,0.016,-0.008,1.369,0,0,126920,,,,,244,8.851,4.763,
117,79.896,3.751,83054.889,4.204,0.124,-1741.181,0.016,575.179,0.023,0.039,1.369,0,0,127068,,,,,243,9.132,4.928,
118,80.803,4.658,81316.852,4.338,0.146,-1734.763,0.103,581.087,0.034,0.137,1.368,0,0,127336,,,,,242,9.419,5.081,
119,79.981,3.835,79585.626,4.498,0.173,-1727.558,0.202,589.682,0.052,0.254,1.367,0,0,127432,,,,,241,9.721,5.223,
120,81.049,4.904,77862,4.682,0.192,-1719.562,0.251,600.501,0.074,0.326,1.366,0,0,127438,,,,,240,10.035,5.353,
121,80.949,4.804,76146.766,4.875,0.192,-1710.773,0.209,611.605,0.098,0.307,1.365,0,0,127546,,,,,239,10.343,5.468,
122,81.634,5.488,74440.72,5.06,0.174,-1701.187,0.078,620.552,0.117,0.195,1.364,0,0,127790,,,,,238,10.626,5.566,
123,81.095,4.95,72744.659,5.22,0.145,-1690.802,-0.094,625.61,0.127,0.033,1.364,0,0,127844,,,,,237,10.885,5.665,
124,81.933,5.788,71059.383,5.352,0.118,-1679.617,-0.248,626.471,0.127,-0.12,1.364,0,0,127952,,,,,236,11.14,5.788,
125,81.564,5.419,69385.691,5.461,0.104,-1667.632,-0.336,624.237,0.12,-0.216,1.364,0,0,128148,,,,,235,11.42,5.959,
126,81.511,5.365,67724.385,5.565,0.108,-1654.846,-0.338,620.89,0.109,-0.229,1.364,0,0,128200,,,,,234,11.757,6.192,
127,81.841,5.696,66076.266,5.683,0.131,-1641.259,-0.263,618.58,0.102,-0.162,1.364,0,0,128098,,,,,233,12.169,6.486,
128,81.826,5.68,64442.134,5.831,0.167,-1626.872,-0.14,618.984,0.1,-0.04,1.364,0,0,128052,,,,,232,12.66,6.829,
129,81.91,5.765,62822.788,6.018,0.208,-1611.687,-0.009,622.859,0.107,0.098,1.364,0,0,128112,,,,,231,13.219,7.201,
130,82.341,6.196,61219.024,6.245,0.243,-1595.707,0.085,629.848,0.122,0.207,1.363,0,0,128182,,,,,230,13.818,7.573,
131,82.479,6.334,59631.639,6.501,0.264,-1578.933,0.113,638.604,0.141,0.254,1.363,0,0,127918,,,,,229,14.424,7.923,
132,83.156,7.01,58061.422,6.767,0.266,-1561.369,0.07,647.304,0.161,0.231,1.362,0,0,127852,,,,,228,15.013,8.246,
133,83.079,6.934,56509.163,7.03,0.257,-1543.019,-0.016,654.421,0.177,0.161,1.361,0,0,127848,,,,,227,15.586,8.556,
134,83.901,7.756,54975.644,7.281,0.246,-1523.888,-0.102,659.389,0.187,0.086,1.361,0,0,127544,,,,,226,16.165,8.884,
135,83.233,7.087,53461.645,7.525,0.245,-1503.982,-0.148,662.755,0.194,0.046,1.36,0,0,127264,,,,,225,16.782,9.257,
136,84.001,7.856,51967.937,7.776,0.26,-1483.305,-0.141,665.753,0.2,0.058,1.36,0,0,127062,,,,,224,17.46,9.684,
137,84.109,7.964,50495.289,8.049,0.288,-1461.865,-0.094,669.608,0.208,0.113,1.36,0,0,126568,,,,,223,18.212,10.163,
138,84.109,7.964,49044.459,8.356,0.325,-1439.669,-0.027,675.101,0.22,0.194,1.359,0,0,126588,,,,,222,19.034,10.678,
139,85.07,8.925,47616.2,8.701,0.368,-1416.724,0.049,682.576,0.239,0.288,1.359,0,0,126054,,,,,221,19.911,11.21,
140,85.108,8.963,46211.258,9.092,0.414,-1393.038,0.128,692.172,0.263,0.391,1.358,0,0,125902,,,,,220,20.824,11.732,
141,85.254,9.109,44830.367,9.531,0.462,-1368.621,0.199,703.873,0.294,0.494,1.357,0,0,125874,,,,,219,21.757,12.226,
142,86.223,10.078,43474.256,10.015,0.503,-1343.482,0.24,717.247,0.331,0.571,1.356,0,0,125626,,,,,218,22.714,12.699,
143,86.177,10.032,42143.64,10.533,0.529,-1317.632,0.23,731.255,0.371,0.601,1.354,0,0,125466,,,,,217,23.717,13.184,
144,87.714,11.569,40839.226,11.067,0.538,-1291.08,0.175,744.594,0.41,0.584,1.353,0,0,125002,,,,,216,24.795,13.728,
145,87.968,11.823,39561.71,11.607,0.543,-1263.838,0.11,756.497,0.445,0.555,1.352,0,0,125126,,,,,215,25.968,14.361,
146,88.199,12.053,38311.776,12.157,0.561,-1235.918,0.081,767.314,0.479,0.559,1.351,0,0,125072,,,,,214,27.234,15.077,
147,88.491,12.346,37090.096,12.737,0.602,-1207.333,0.105,778.258,0.513,0.619,1.35,0,0,125062,,,,,213,28.575,15.838,
148,89.006,12.861,35897.328,13.366,0.658,-1178.095,0.16,790.46,0.553,0.713,1.349,0,0,124930,,,,,212,29.968,16.602,
149,90.32,14.175,34734.119,14.053,0.714,-1148.218,0.204,804.161,0.599,0.803,1.348,0,0,124758,,,,,211,31.397,17.344,
150,90.789,14.644,33601.101,14.789,0.754,-1117.715,0.208,818.659,0.65,0.858,1.347,0,0,124944,,,,,210,32.868,18.079,
151,91.835,15.69,32498.892,15.558,0.78,-1086.602,0.176,832.945,0.701,0.877,1.346,0,0,124540,,,,,209,34.403,18.845,
152,92.419,16.274,31428.095,16.348,0.801,-1054.894,0.135,846.423,0.751,0.886,1.345,0,0,124284,,,,,208,36.035,19.687,
153,93.242,17.096,30389.297,17.163,0.832,-1022.606,0.115,859.24,0.801,0.916,1.344,0,0,124528,,,,,207,37.785,20.622,
154,94.057,17.911,29383.071,18.017,0.881,-989.754,0.133,872.138,0.853,0.986,1.343,0,0,124336,,,,,206,39.657,21.64,
155,94.695,18.549,28409.972,18.932,0.951,-956.354,0.188,886.054,0.911,1.098,1.342,0,0,124042,,,,,205,41.635,22.703,
156,95.886,19.741,27470.539,19.925,1.037,-922.425,0.265,901.707,0.977,1.241,1.341,0,0,124396,,,,,204,43.69,23.765,
157,96.54,20.394,26565.293,21.007,1.127,-887.983,0.343,919.357,1.053,1.396,1.339,0,0,124306,,,,,203,45.793,24.786,
158,98.523,22.378,25694.738,22.178,1.212,-853.046,0.405,938.791,1.139,1.544,1.338,0,0,124494,,,,,202,47.917,25.739,
159,99.315,23.17,24859.361,23.428,1.284,-817.632,0.44,959.445,1.232,1.672,1.336,0,0,124360,,,,,201,50.036,26.608,
160,100.368,24.223,24059.627,24.739,1.336,-781.761,0.443,980.572,1.332,1.775,1.335,0,0,124566,,,,,200,52.124,27.385,
161,102.413,26.268,23295.985,26.094,1.37,-745.451,0.421,1001.441,1.434,1.854,1.333,0,0,124702,,,,,199,54.148,28.054,
162,103.989,27.844,22568.864,27.477,1.396,-708.722,0.392,1021.612,1.536,1.928,1.332,0,0,124774,,,,,198,56.083,28.606,
163,104.727,28.582,21878.674,28.887,1.427,-671.594,0.383,1041.187,1.64,2.023,1.331,0,0,125122,,,,,197,57.91,29.023,
164,106.249,30.104,21225.802,30.338,1.479,-634.087,0.414,1060.843,1.747,2.161,1.329,0,0,125224,,,,,196,59.612,29.274,
165,107.917,31.772,20610.619,31.852,1.552,-596.222,0.484,1081.495,1.862,2.346,1.328,0,0,125456,,,,,195,61.153,29.301,
166,109.001,32.856,20033.472,33.444,1.631,-558.019,0.568,1103.75,1.988,2.556,1.327,0,0,125472,,,,,194,62.45,29.006,
167,110.738,34.593,19494.687,35.108,1.691,-519.499,0.634,1127.507,2.124,2.758,1.325,0,0,125444,,,,,193,63.367,28.259,
168,113.291,37.145,18994.572,36.815,1.715,-480.685,0.662,1151.998,2.267,2.929,1.324,0,0,125642,,,,,192,63.742,26.927,
169,115.266,39.121,18533.409,38.524,1.697,-441.597,0.652,1176.22,2.412,3.063,1.322,0,0,125770,,,,,191,63.435,24.911,
170,116.289,40.144,18111.461,40.198,1.646,-402.258,0.617,1199.382,2.554,3.171,1.321,0,0,126156,,,,,190,62.39,22.192,
171,117.872,41.727,17728.969,41.806,1.568,-362.69,0.57,1221.032,2.691,3.261,1.32,0,0,126036,,,,,189,60.685,18.879,
172,119.71,43.564,17386.151,43.324,1.465,-322.915,0.516,1240.906,2.82,3.336,1.318,0,0,126444,,,,,188,58.533,15.209,
173,121.855,45.709,17083.201,44.728,1.338,-282.956,0.456,1258.776,2.938,3.394,1.318,0,0,126590,,,,,187,56.24,11.512,
174,122.377,46.232,16820.293,45.994,1.193,-242.835,0.396,1274.5,3.045,3.441,1.317,0,0,126488,,,,,186,54.123,8.129,
175,123.554,47.408,16597.578,47.109,1.037,-202.575,0.344,1288.117,3.139,3.483,1.316,0,0,126808,,,,,185,52.425,5.316,
176,124.83,48.684,16415.182,48.065,0.872,-162.199,0.302,1299.791,3.22,3.522,1.315,0,0,126656,,,,,184,51.258,3.193,
177,125.137,48.992,16273.211,48.85,0.696,-121.731,0.261,1309.613,3.288,3.549,1.315,0,0,127042,,,,,183,50.598,1.748,
178,126.398,50.253,16171.744,49.453,0.505,-81.193,0.216,1317.499,3.342,3.558,1.315,0,0,127152,,,,,182,50.306,0.853,
179,126.682,50.537,16110.841,49.862,0.312,-40.608,0.176,1323.386,3.381,3.558,1.314,0,0,127334,,,,,181,50.196,0.334,
180,126.805,50.66,16090.536,50.089,0.152,0,0.182,1327.747,3.407,3.589,1.314,0,0,127624,,,,,,,,
181,126.836,50.691,16110.841,50.196,0.084,40.608,0.3,1332.258,3.429,3.73,1.314,0,0,127588,,,,,,,,
182,126.398,50.253,16171.744,50.306,0.171,81.193,0.607,1340.238,3.465,4.072,1.313,0,0,127736,,,,,,,,
183,125.621,49.476,16273.211,50.598,0.449,121.731,1.153,1356.461,3.541,4.694,1.313,0,0,127648,,,,,,,,
184,124.968,48.823,16415.182,51.258,0.9,162.199,1.932,1386.161,3.683,5.615,1.311,0,0,127844,,,,,,,,
185,125.475,49.33,16597.578,52.425,1.439,202.575,2.863,1433.45,3.914,6.777,1.309,0,0,127994,,,,,,,,
186,130.818,54.673,16820.293,54.123,1.937,242.835,3.802,1499.746,4.239,8.041,1.306,0,0,128014,,,,,,,,
187,129.519,53.374,17083.201,56.24,2.252,282.956,4.568,1582.765,4.643,9.211,1.304,0,0,128336,,,,,,,,
188,133.924,57.779,17386.151,58.533,2.274,322.915,4.994,1676.508,5.091,10.085,1.301,0,0,127656,,,,,,,,
189,141.465,65.32,17728.969,60.685,1.972,362.69,4.987,1772.423,5.533,10.52,1.298,0,0,127512,,,,,,,,
