rpm,mode,stroke(1:2stroke/2:4stroke),encoder,cylinder,count,Pcomp,TDC Marker Offset,Firing Tolerance,CylinderDiameter,CombustionChamberStroke,ConnectingRodLength,InitialPressure,InitialTemperature,EngineRpm,CrankRadius,CompressionRatio,SpecificGravity,IndexLowCalorificPower,,,,
59,77.99,2.299,173190.337,2.126,-0.003,-1108.067,-0.238,606.596,0.138,-0.1,1.366,0,0,128068,,,,,301,3.018,0.892,
60,77.628,1.937,172072.094,2.118,-0.011,-1128.408,-0.325,600.519,0.126,-0.199,1.366,0,0,128318,,,,,300,3.218,1.1,
61,77.636,1.945,170933.546,2.108,-0.009,-1148.675,-0.304,593.569,0.112,-0.193,1.367,0,0,128304,,,,,299,3.38,1.272,
62,77.851,2.16,169774.772,2.103,-0.001,-1168.857,-0.222,588.206,0.101,-0.121,1.367,0,0,128466,,,,,298,3.497,1.394,
63,77.598,1.907,168595.865,2.106,0.004,-1188.941,-0.174,584.829,0.094,-0.08,1.368,0,0,128102,,,,,297,3.574,1.468,
64,78.005,2.314,167396.927,2.109,0,-1208.915,-0.226,581.491,0.087,-0.139,1.368,0,0,128688,,,,,296,3.623,1.514,
65,77.944,2.253,166178.075,2.102,-0.013,-1228.767,-0.365,575.552,0.075,-0.29,1.368,0,0,128366,,,,,295,3.661,1.559,
66,77.79,2.099,164939.438,2.081,-0.029,-1248.484,-0.524,565.541,0.055,-0.469,1.369,0,0,128620,,,,,294,3.706,1.625,
67,77.698,2.007,163681.157,2.047,-0.039,-1268.052,-0.633,551.879,0.028,-0.605,1.371,0,0,128868,,,,,293,3.772,1.725,
68,77.513,1.822,162403.388,2.005,-0.041,-1287.457,-0.644,536.521,-0.003,-0.647,1.372,0,0,128550,,,,,292,3.863,1.858,
69,78.22,2.529,161106.301,1.968,-0.031,-1306.688,-0.538,522.305,-0.031,-0.569,1.374,0,0,128768,,,,,291,3.975,2.007,
70,76.906,1.215,159790.076,1.946,-0.011,-1325.729,-0.333,512.217,-0.051,-0.384,1.375,0,0,128404,,,,,290,4.1,2.154,
71,77.913,2.222,158454.91,1.947,0.013,-1344.567,-0.092,508.243,-0.06,-0.151,1.375,0,0,128674,,,,,289,4.225,2.278,
72,77.198,1.507,157101.015,1.971,0.033,-1363.187,0.091,510.155,-0.056,0.035,1.375,0,0,128568,,,,,288,4.335,2.364,
73,77.89,2.199,155728.614,2.009,0.04,-1381.575,0.154,515.422,-0.047,0.107,1.374,0,0,128234,,,,,287,4.422,2.413,
74,78.036,2.345,154337.947,2.049,0.038,-1399.717,0.117,520.884,-0.037,0.081,1.374,0,0,128398,,,,,286,4.482,2.433,
75,77.821,2.13,152929.267,2.084,0.033,-1417.597,0.066,524.969,-0.029,0.037,1.373,0,0,127782,,,,,285,4.52,2.436,
76,77.513,1.822,151502.844,2.117,0.034,-1435.202,0.058,528.263,-0.024,0.034,1.373,0,0,127562,,,,,284,4.544,2.427,
77,77.921,2.23,150058.96,2.151,0.035,-1452.516,0.061,531.769,-0.017,0.044,1.373,0,0,126732,,,,,283,4.564,2.413,
78,77.505,1.814,148597.913,2.184,0.029,-1469.525,-0.007,534.738,-0.012,-0.019,1.372,0,0,126524,,,,,282,4.585,2.401,
79,78.428,2.737,147120.018,2.206,0.011,-1486.212,-0.179,534.569,-0.013,-0.193,1.372,0,0,126240,,,,,281,4.614,2.408,
80,78.143,2.452,145625.601,2.206,-0.011,-1502.564,-0.382,529.167,-0.025,-0.407,1.373,0,0,125692,,,,,280,4.655,2.449,
81,77.944,2.253,144115.007,2.188,-0.022,-1518.564,-0.484,519.408,-0.045,-0.529,1.374,0,0,125644,,,,,279,4.712,2.524,
82,77.313,1.622,142588.595,2.168,-0.014,-1534.198,-0.41,509.191,-0.066,-0.476,1.375,0,0,125316,,,,,278,4.789,2.621,
83,77.944,2.253,141046.738,2.165,0.01,-1549.451,-0.202,502.953,-0.079,-0.281,1.376,0,0,125408,,,,,277,4.883,2.718,
84,77.882,2.191,139489.824,2.188,0.036,-1564.308,0.02,502.796,-0.08,-0.061,1.376,0,0,125150,,,,,276,4.985,2.797,
85,77.467,1.776,137918.259,2.233,0.051,-1578.753,0.134,507.375,-0.072,0.062,1.375,0,0,124968,,,,,275,5.079,2.846,
86,78.566,2.875,136332.461,2.284,0.048,-1592.771,0.093,512.984,-0.062,0.031,1.375,0,0,125066,,,,,274,5.147,2.863,
87,77.782,2.091,134732.865,2.324,0.03,-1606.347,-0.065,515.811,-0.057,-0.123,1.374,0,0,124920,,,,,273,5.183,2.859,
88,78.305,2.614,133119.919,2.344,0.01,-1619.467,-0.243,513.976,-0.062,-0.305,1.374,0,0,125004,,,,,272,5.199,2.855,
89,78.313,2.622,131494.089,2.346,-0.002,-1632.115,-0.348,508.26,-0.074,-0.422,1.375,0,0,124932,,,,,271,5.221,2.875,
90,77.467,1.776,129855.852,2.343,-0.002,-1644.276,-0.344,501.232,-0.09,-0.433,1.376,0,0,125136,,,,,270,5.272,2.929,
91,78.12,2.429,128205.703,2.346,0.01,-1655.937,-0.254,495.59,-0.102,-0.356,1.376,0,0,124886,,,,,269,5.363,3.017,
92,78.074,2.383,126544.149,2.365,0.028,-1667.083,-0.118,493.048,-0.108,-0.227,1.377,0,0,124538,,,,,268,5.489,3.124,
93,78.251,2.56,124871.714,2.404,0.05,-1677.699,0.043,494.466,-0.107,-0.064,1.376,0,0,124658,,,,,267,5.634,3.23,
94,77.713,2.022,123188.933,2.466,0.077,-1687.771,0.231,500.53,-0.096,0.135,1.376,0,0,124348,,,,,266,5.777,3.311,
95,78.359,2.668,121496.357,2.557,0.106,-1697.286,0.43,511.857,-0.074,0.356,1.375,0,0,124236,,,,,265,5.9,3.343,
96,78.22,2.529,119794.551,2.676,0.13,-1706.23,0.587,528.146,-0.042,0.544,1.373,0,0,124398,,,,,264,5.998,3.322,
97,78.259,2.568,118084.093,2.813,0.139,-1714.589,0.621,547.219,-0.005,0.616,1.371,0,0,124152,,,,,263,6.077,3.264,
98,78.881,3.19,116365.573,2.948,0.125,-1722.35,0.484,565.082,0.031,0.515,1.369,0,0,124452,,,,,262,6.153,3.205,
99,78.974,3.283,114639.596,3.058,0.092,-1729.501,0.21,577.484,0.056,0.266,1.368,0,0,124626,,,,,261,6.234,3.176,
100,79.089,3.398,112906.779,3.13,0.054,-1736.029,-0.086,582.212,0.065,-0.021,1.368,0,0,124648,,,,,260,6.322,3.192,
101,79.104,3.413,111167.751,3.17,0.03,-1741.921,-0.268,580.518,0.06,-0.208,1.368,0,0,124788,,,,,259,6.411,3.241,
102,78.466,2.775,109423.153,3.198,0.031,-1747.165,-0.269,576.458,0.05,-0.219,1.368,0,0,124960,,,,,258,6.507,3.309,
103,78.766,3.075,107673.64,3.239,0.055,-1751.751,-0.119,574.582,0.045,-0.074,1.369,0,0,125258,,,,,257,6.624,3.385,
104,78.751,3.06,105919.875,3.311,0.089,-1755.666,0.095,577.734,0.051,0.145,1.368,0,0,125344,,,,,256,6.777,3.466,
105,79.443,3.752,104162.534,3.417,0.122,-1758.9,0.287,586.381,0.068,0.355,1.367,0,0,125586,,,,,255,6.965,3.548,
106,79.104,3.413,102402.304,3.552,0.145,-1761.443,0.401,599.186,0.094,0.495,1.366,0,0,125990,,,,,254,7.173,3.621,
107,78.928,3.237,100639.882,3.701,0.15,-1763.283,0.395,613.59,0.124,0.518,1.365,0,0,126176,,,,,253,7.379,3.678,
108,79.85,4.159,98875.974,3.844,0.131,-1764.413,0.238,626.072,0.15,0.388,1.364,0,0,126132,,,,,252,7.571,3.727,
109,79.881,4.19,97111.297,3.956,0.091,-1764.821,-0.046,632.903,0.164,0.118,1.363,0,0,126378,,,,,251,7.746,3.79,
110,80.181,4.49,95346.576,4.023,0.043,-1764.5,-0.359,631.861,0.161,-0.199,1.363,0,0,126630,,,,,250,7.916,3.893,
111,79.804,4.113,93582.544,4.047,0.01,-1763.44,-0.565,623.878,0.142,-0.424,1.364,0,0,126522,,,,,249,8.099,4.052,
112,79.573,3.882,91819.943,4.052,0.008,-1761.635,-0.578,612.975,0.116,-0.462,1.365,0,0,126668,,,,,248,8.306,4.254,
113,79.473,3.782,90059.524,4.072,0.036,-1759.077,-0.418,604.142,0.095,-0.323,1.366,0,0,126850,,,,,247,8.536,4.464,
114,79.504,3.813,88302.042,4.129,0.078,-1755.759,-0.195,600.605,0.086,-0.11,1.366,0,0,127050,,,,,246,8.783,4.654,
115,79.827,4.136,86548.262,4.225,0.112,-1751.674,-0.025,602.449,0.088,0.063,1.366,0,0,127100,,,,,245,9.04,4.815,
116,80.288,4.597,84798.952,4.348,0.129,-1746.816,0.036,607.391,0.098,0.134,1.365,0,0,127264,,,,,244,9.311,4.963,
117,80.173,4.482,83054.889,4.478,0.13,-1741.181,0.008,612.736,0.108,0.116,1.365,0,0,127440,,,,,243,9.602,5.124,
118,80.557,4.866,81316.852,4.605,0.123,-1734.763,-0.056,616.87,0.116,0.059,1.365,0,0,127368,,,,,242,9.917,5.312,
119,79.881,4.19,79585.626,4.724,0.116,-1727.558,-0.122,619.399,0.12,-0.002,1.364,0,0,127634,,,,,241,10.246,5.522,
120,80.711,5.02,77862,4.837,0.11,-1719.562,-0.181,620.455,0.121,-0.06,1.364,0,0,127716,,,,,240,10.572,5.735,
121,81.049,5.358,76146.766,4.944,0.104,-1710.773,-0.235,620.164,0.118,-0.117,1.364,0,0,128052,,,,,239,10.881,5.937,
122,80.527,4.836,74440.72,5.045,0.099,-1701.187,-0.28,618.66,0.113,-0.167,1.364,0,0,128354,,,,,238,11.18,6.135,
123,80.504,4.813,72744.659,5.143,0.098,-1690.802,-0.306,616.284,0.105,-0.201,1.365,0,0,128658,,,,,237,11.494,6.351,
124,81.326,5.635,71059.383,5.242,0.103,-1679.617,-0.303,613.655,0.097,-0.206,1.365,0,0,128636,,,,,236,11.85,6.608,
125,81.049,5.358,69385.691,5.351,0.117,-1667.632,-0.261,611.651,0.09,-0.171,1.365,0,0,128630,,,,,235,12.258,6.907,
126,80.765,5.074,67724.385,5.479,0.142,-1654.846,-0.177,611.334,0.086,-0.091,1.365,0,0,128872,,,,,234,12.701,7.222,
127,81.472,5.781,66076.266,5.638,0.176,-1641.259,-0.066,613.672,0.09,0.024,1.365,0,0,128594,,,,,233,13.15,7.512,
128,81.08,5.389,64442.134,5.831,0.212,-1626.872,0.045,619.071,0.1,0.145,1.364,0,0,128496,,,,,232,13.582,7.751,
129,81.88,6.189,62822.788,6.059,0.242,-1611.687,0.12,627.065,0.117,0.237,1.364,0,0,127598,,,,,231,14.001,7.942,
130,81.887,6.196,61219.024,6.311,0.26,-1595.707,0.14,636.454,0.138,0.278,1.363,0,0,128488,,,,,230,14.437,8.126,
131,82.402,6.711,59631.639,6.574,0.264,-1578.933,0.106,645.796,0.159,0.265,1.362,0,0,127356,,,,,229,14.925,8.351,
132,82.518,6.827,58061.422,6.836,0.26,-1561.369,0.036,653.916,0.178,0.213,1.361,0,0,127164,,,,,228,15.487,8.651,
133,82.671,6.98,56509.163,7.092,0.252,-1543.019,-0.042,660.246,0.192,0.15,1.361,0,0,127532,,,,,227,16.123,9.031,
134,83.309,7.618,54975.644,7.342,0.25,-1523.888,-0.097,664.964,0.202,0.104,1.36,0,0,126884,,,,,226,16.821,9.479,
135,83.432,7.741,53461.645,7.595,0.258,-1503.982,-0.113,668.897,0.21,0.097,1.36,0,0,127516,,,,,225,17.566,9.971,
136,82.833,7.142,51967.937,7.862,0.278,-1483.305,-0.093,673.066,0.219,0.126,1.359,0,0,127140,,,,,224,18.35,10.488,
137,84.117,8.426,50495.289,8.151,0.301,-1461.865,-0.065,678.063,0.23,0.165,1.359,0,0,127128,,,,,223,19.171,11.02,
138,83.909,8.218,49044.459,8.462,0.32,-1439.669,-0.057,683.72,0.244,0.187,1.358,0,0,127430,,,,,222,20.025,11.563,
139,84.67,8.979,47616.2,8.789,0.332,-1416.724,-0.073,689.402,0.257,0.184,1.358,0,0,127386,,,,,221,20.91,12.121,
140,84.97,9.279,46211.258,9.125,0.342,-1393.038,-0.095,694.674,0.27,0.175,1.357,0,0,126890,,,,,220,21.829,12.704,
141,84.87,9.179,44830.367,9.474,0.359,-1368.621,-0.098,699.728,0.283,0.185,1.357,0,0,127068,,,,,219,22.791,13.317,
142,85.5,9.809,43474.256,9.847,0.389,-1343.482,-0.068,705.27,0.297,0.229,1.357,0,0,126920,,,,,218,23.812,13.965,
143,85.646,9.955,42143.64,10.256,0.43,-1317.632,-0.013,712.061,0.315,0.302,1.356,0,0,125970,,,,,217,24.902,14.646,
144,86.577,10.886,40839.226,10.71,0.477,-1291.08,0.05,720.538,0.338,0.389,1.355,0,0,126428,,,,,216,26.064,15.354,
145,86.469,10.778,39561.71,11.212,0.526,-1263.838,0.108,730.717,0.368,0.475,1.354,0,0,125522,,,,,215,27.29,16.078,
146,87.299,11.608,38311.776,11.762,0.575,-1235.918,0.156,742.381,0.402,0.558,1.353,0,0,125612,,,,,214,28.571,16.809,
147,88.076,12.385,37090.096,12.363,0.627,-1207.333,0.203,755.383,0.442,0.646,1.352,0,0,125220,,,,,213,29.898,17.535,
148,88.952,13.261,35897.328,13.017,0.685,-1178.095,0.257,769.813,0.488,0.745,1.351,0,0,125110,,,,,212,31.269,18.252,
149,88.637,12.946,34734.119,13.733,0.747,-1148.218,0.313,785.82,0.54,0.853,1.35,0,0,124984,,,,,211,32.696,18.963,
150,89.659,13.968,33601.101,14.51,0.805,-1117.715,0.348,803.198,0.599,0.947,1.348,0,0,124660,,,,,210,34.202,19.692,
151,91.527,15.836,32498.892,15.338,0.848,-1086.602,0.346,821.2,0.662,1.008,1.347,0,0,124918,,,,,209,35.815,20.477,
152,92.181,16.49,31428.095,16.202,0.877,-1054.894,0.31,838.876,0.726,1.036,1.345,0,0,124842,,,,,208,37.549,21.347,
153,92.027,16.336,30389.297,17.092,0.902,-1022.606,0.267,855.676,0.789,1.056,1.344,0,0,125036,,,,,207,39.401,22.309,
154,94.149,18.458,29383.071,18.009,0.936,-989.754,0.244,871.767,0.852,1.096,1.343,0,0,124806,,,,,206,41.352,23.343,
155,94.441,18.75,28409.972,18.969,0.987,-956.354,0.253,887.819,0.917,1.17,1.342,0,0,125172,,,,,205,43.382,24.413,
156,95.01,19.319,27470.539,19.987,1.051,-922.425,0.285,904.516,0.987,1.272,1.34,0,0,125230,,,,,204,45.484,25.497,
157,96.755,21.064,26565.293,21.072,1.12,-887.983,0.324,922.202,1.063,1.388,1.339,0,0,124830,,,,,203,47.659,26.587,
158,97.97,22.279,25694.738,22.226,1.187,-853.046,0.357,940.837,1.146,1.504,1.338,0,0,124994,,,,,202,49.898,27.672,
159,98.792,23.101,24859.361,23.445,1.249,-817.632,0.378,960.164,1.235,1.614,1.336,0,0,125070,,,,,201,52.169,28.724,
160,100.199,24.508,24059.627,24.722,1.303,-781.761,0.389,979.879,1.329,1.718,1.335,0,0,125026,,,,,200,54.415,29.693,
161,101.621,25.93,23295.985,26.05,1.351,-745.451,0.392,999.733,1.427,1.819,1.333,0,0,125082,,,,,199,56.585,30.535,
162,103.235,27.544,22568.864,27.423,1.396,-708.722,0.396,1019.6,1.528,1.924,1.332,0,0,125078,,,,,198,58.646,31.223,
163,104.396,28.705,21878.674,28.842,1.442,-671.594,0.409,1039.546,1.633,2.041,1.331,0,0,125334,,,,,197,60.586,31.744,
164,105.557,29.866,21225.802,30.308,1.492,-634.087,0.436,1059.805,1.742,2.178,1.329,0,0,125052,,,,,196,62.394,32.086,
165,107.71,32.019,20610.619,31.826,1.543,-596.222,0.472,1080.626,1.858,2.33,1.328,0,0,125470,,,,,195,64.018,32.192,
166,108.501,32.81,20033.472,33.392,1.586,-558.019,0.506,1102.05,1.98,2.486,1.327,0,0,125296,,,,,194,65.356,31.964,
167,110.9,35.209,19494.687,34.991,1.608,-519.499,0.522,1123.777,2.106,2.629,1.325,0,0,126002,,,,,193,66.255,31.264,
168,112.261,36.57,18994.572,36.598,1.599,-480.685,0.512,1145.214,2.235,2.746,1.324,0,0,126128,,,,,192,66.553,29.955,
169,114.067,38.376,18533.409,38.179,1.558,-441.597,0.478,1165.691,2.361,2.838,1.323,0,0,126152,,,,,191,66.131,27.952,
170,115.735,40.044,18111.461,39.707,1.495,-402.258,0.435,1184.749,2.482,2.917,1.322,0,0,126576,,,,,190,64.956,25.249,
171,117.273,41.582,17728.969,41.167,1.424,-362.69,0.403,1202.348,2.597,3,1.321,0,0,126672,,,,,189,63.109,21.942,
172,118.188,42.497,17386.151,42.555,1.355,-322.915,0.398,1218.868,2.707,3.105,1.32,0,0,126906,,,,,188,60.775,18.22,
173,119.825,44.134,17083.201,43.877,1.29,-282.956,0.416,1234.845,2.815,3.231,1.319,0,0,127008,,,,,187,58.205,14.328,
174,120.717,45.026,16820.293,45.13,1.212,-242.835,0.437,1250.555,2.92,3.357,1.318,0,0,127080,,,,,186,55.675,10.545,
175,122.17,46.479,16597.578,46.289,1.096,-202.575,0.432,1265.671,3.02,3.452,1.317,0,0,127642,,,,,185,53.439,7.15,
176,123.8,48.109,16415.182,47.306,0.927,-162.199,0.378,1279.267,3.111,3.489,1.316,0,0,127568,,,,,184,51.682,4.376,
177,124.591,48.9,16273.211,48.127,0.707,-121.731,0.282,1290.213,3.184,3.466,1.316,0,0,127862,,,,,183,50.482,2.355,
178,125.445,49.754,16171.744,48.715,0.469,-81.193,0.176,1297.836,3.236,3.413,1.315,0,0,127898,,,,,182,49.79,1.075,
179,125.698,50.007,16110.841,49.076,0.265,-40.608,0.123,1302.545,3.269,3.391,1.315,0,0,128060,,,,,181,49.455,0.379,
180,124.668,48.977,16090.536,49.279,0.163,0,0.195,1306.27,3.291,3.486,1.315,0,0,128042,,,,,,,,
181,125.468,49.777,16110.841,49.455,0.224,40.608,0.465,1312.599,3.323,3.788,1.315,0,0,128076,,,,,,,,
182,124.837,49.146,16171.744,49.79,0.484,81.193,0.98,1326.489,3.391,4.371,1.314,0,0,128492,,,,,,,,
183,123.83,48.139,16273.211,50.482,0.929,121.731,1.736,1353.359,3.524,5.26,1.313,0,0,128552,,,,,,,,
184,124.184,48.493,16415.182,51.682,1.481,162.199,2.66,1397.613,3.745,6.405,1.311,0,0,128376,,,,,,,,
185,127.466,51.775,16597.578,53.439,2.019,202.575,3.624,1461.178,4.063,7.687,1.308,0,0,128464,,,,,,,,
186,131.541,55.85,16820.293,55.675,2.42,242.835,4.481,1542.76,4.469,8.951,1.305,0,0,128966,,,,,,,,
187,132.855,57.164,17083.201,58.205,2.594,282.956,5.102,1638.081,4.937,10.04,1.302,0,0,128342,,,,,,,,
188,136.707,61.016,17386.151,60.775,2.496,322.915,5.394,1740.737,5.429,10.823,1.299,0,0,128516,,,,,,,,
189,141.25,65.559,17728.969,63.109,2.127,362.69,5.313,1843.232,5.9,11.213,1.297,0,0,128580,,,,,,,,
