rpm,mode,stroke(1:2stroke/2:4stroke),encoder,cylinder,count,Pcomp,TDC Marker Offset,Firing Tolerance,CylinderDiameter,CombustionChamberStroke,ConnectingRodLength,InitialPressure,InitialTemperature,EngineRpm,CrankRadius,CompressionRatio,SpecificGravity,IndexLowCalorificPower,,,,
22,77.444,1.841,200394.893,2.173,-0.028,-378.868,-0.434,648.813,0.249,-0.185,1.362,0,0,114948,,,,,338,1.948,-0.225,
23,77.944,2.341,200006.99,2.139,-0.038,-396.957,-0.569,637.32,0.224,-0.345,1.363,0,0,115040,,,,,337,1.968,-0.171,
24,77.598,1.995,199600.945,2.1,-0.037,-415.15,-0.558,624.523,0.197,-0.362,1.364,0,0,114606,,,,,336,1.997,-0.103,
25,77.528,1.926,199176.655,2.066,-0.03,-433.448,-0.464,613.075,0.172,-0.292,1.365,0,0,114482,,,,,335,2.025,-0.041,
26,77.913,2.31,198734.014,2.041,-0.02,-451.853,-0.34,604.211,0.153,-0.188,1.366,0,0,114382,,,,,334,2.047,0.006,
27,77.405,1.803,198272.913,2.025,-0.011,-470.366,-0.221,598.224,0.14,-0.081,1.366,0,0,114286,,,,,333,2.063,0.038,
28,77.452,1.849,197793.246,2.018,-0.004,-488.988,-0.132,594.738,0.133,0,1.367,0,0,114278,,,,,332,2.073,0.055,
29,77.813,2.21,197294.901,2.017,0,-507.72,-0.092,592.793,0.128,0.036,1.367,0,0,114388,,,,,331,2.076,0.059,
30,77.628,2.026,196777.77,2.017,0,-526.561,-0.09,591.289,0.125,0.035,1.367,0,0,114328,,,,,330,2.069,0.052,
31,77.705,2.103,196241.743,2.017,0,-545.512,-0.098,589.649,0.121,0.024,1.367,0,0,114238,,,,,329,2.05,0.033,
32,77.413,1.811,195686.709,2.017,0,-564.573,-0.102,587.909,0.117,0.016,1.367,0,0,114140,,,,,328,2.021,0.004,
33,77.667,2.064,195112.561,2.016,-0.002,-583.741,-0.13,585.939,0.113,-0.017,1.367,0,0,114112,,,,,327,1.983,-0.033,
34,77.628,2.026,194519.191,2.011,-0.01,-603.017,-0.224,582.651,0.106,-0.118,1.368,0,0,114124,,,,,326,1.938,-0.073,
35,77.636,2.034,193906.492,1.995,-0.022,-622.398,-0.382,576.35,0.092,-0.289,1.368,0,0,113700,,,,,325,1.887,-0.108,
36,77.897,2.295,193274.36,1.966,-0.035,-641.883,-0.538,566.143,0.071,-0.467,1.369,0,0,114060,,,,,324,1.833,-0.133,
37,77.352,1.749,192622.693,1.927,-0.041,-661.469,-0.61,553.052,0.043,-0.568,1.371,0,0,114192,,,,,323,1.773,-0.154,
38,77.375,1.772,191951.39,1.887,-0.039,-681.153,-0.577,539.516,0.014,-0.563,1.372,0,0,113822,,,,,322,1.705,-0.182,
39,77.505,1.903,191260.356,1.851,-0.032,-700.932,-0.496,527.533,-0.012,-0.508,1.373,0,0,114032,,,,,321,1.629,-0.222,
40,77.159,1.557,190549.496,1.822,-0.029,-720.803,-0.454,517.167,-0.034,-0.488,1.374,0,0,114184,,,,,320,1.554,-0.268,
41,77.636,2.034,189818.721,1.793,-0.031,-740.761,-0.476,506.961,-0.055,-0.531,1.375,0,0,114376,,,,,319,1.504,-0.289,
42,77.659,2.057,189067.947,1.761,-0.033,-760.802,-0.502,495.91,-0.078,-0.581,1.376,0,0,114088,,,,,318,1.502,-0.259,
43,77.206,1.603,188297.091,1.729,-0.029,-780.922,-0.456,484.917,-0.102,-0.558,1.377,0,0,114274,,,,,317,1.557,-0.172,
44,76.767,1.165,187506.078,1.704,-0.018,-801.115,-0.328,476.105,-0.12,-0.448,1.378,0,0,114542,,,,,316,1.653,-0.051,
45,77.605,2.003,186694.838,1.693,-0.006,-821.376,-0.185,470.79,-0.132,-0.317,1.379,0,0,114870,,,,,315,1.759,0.066,
46,77.106,1.503,185863.306,1.692,0.003,-841.698,-0.092,468.428,-0.137,-0.229,1.379,0,0,114920,,,,,314,1.844,0.152,
47,77.759,2.157,185011.423,1.697,0.007,-862.076,-0.047,467.622,-0.139,-0.186,1.379,0,0,114934,,,,,313,1.898,0.201,
48,76.913,1.311,184139.138,1.705,0.012,-882.502,0.006,467.848,-0.139,-0.133,1.379,0,0,115324,,,,,312,1.932,0.227,
49,77.329,1.726,183246.405,1.721,0.021,-902.97,0.109,469.947,-0.135,-0.026,1.379,0,0,115232,,,,,311,1.971,0.25,
50,77.29,1.688,182333.187,1.749,0.034,-923.471,0.246,475.083,-0.125,0.121,1.378,0,0,115478,,,,,310,2.033,0.284,
51,77.452,1.849,181399.454,1.789,0.045,-943.998,0.356,483.391,-0.108,0.249,1.378,0,0,115356,,,,,309,2.125,0.336,
52,77.336,1.734,180445.185,1.836,0.047,-964.543,0.379,493.442,-0.087,0.292,1.377,0,0,115592,,,,,308,2.247,0.411,
53,77.444,1.841,179470.366,1.88,0.04,-985.096,0.287,502.695,-0.068,0.219,1.376,0,0,115848,,,,,307,2.391,0.511,
54,77.774,2.172,178474.993,1.913,0.025,-1005.649,0.109,508.614,-0.056,0.053,1.375,0,0,115758,,,,,306,2.547,0.634,
55,77.644,2.041,177459.071,1.929,0.009,-1026.192,-0.069,510.067,-0.053,-0.122,1.375,0,0,116128,,,,,305,2.709,0.78,
56,77.398,1.795,176422.615,1.934,0.003,-1046.716,-0.145,508.286,-0.057,-0.202,1.375,0,0,115956,,,,,304,2.873,0.939,
57,77.713,2.11,175365.649,1.939,0.01,-1067.21,-0.067,506.524,-0.062,-0.129,1.375,0,0,116276,,,,,303,3.04,1.101,
58,77.29,1.688,174288.208,1.957,0.027,-1087.664,0.109,508.079,-0.059,0.05,1.375,0,0,116370,,,,,302,3.211,1.254,
59,77.19,1.588,173190.337,1.991,0.04,-1108.067,0.242,513.766,-0.047,0.195,1.375,0,0,116324,,,,,301,3.383,1.392,
60,77.959,2.356,172072.094,2.032,0.037,-1128.408,0.207,520.882,-0.033,0.174,1.374,0,0,116596,,,,,300,3.551,1.519,
61,77.874,2.272,170933.546,2.061,0.019,-1148.675,-0.003,524.933,-0.024,-0.028,1.373,0,0,116414,,,,,299,3.703,1.642,
62,77.928,2.326,169774.772,2.068,-0.004,-1168.857,-0.246,523.151,-0.029,-0.275,1.374,0,0,116674,,,,,298,3.83,1.762,
63,77.567,1.964,168595.865,2.058,-0.012,-1188.941,-0.336,517.017,-0.042,-0.378,1.374,0,0,116666,,,,,297,3.926,1.868,
64,77.605,2.003,167396.927,2.052,0.003,-1208.915,-0.184,511.612,-0.054,-0.239,1.375,0,0,116986,,,,,296,3.994,1.942,
65,77.098,1.495,166178.075,2.069,0.033,-1228.767,0.125,512.119,-0.054,0.071,1.375,0,0,117132,,,,,295,4.046,1.977,
66,77.905,2.303,164939.438,2.117,0.061,-1248.484,0.398,520.129,-0.037,0.361,1.374,0,0,116944,,,,,294,4.097,1.98,
67,77.559,1.957,163681.157,2.184,0.068,-1268.052,0.463,532.488,-0.011,0.452,1.373,0,0,117000,,,,,293,4.161,1.977,
68,78.136,2.533,162403.388,2.246,0.052,-1287.457,0.284,543.41,0.012,0.296,1.372,0,0,117256,,,,,292,4.243,1.997,
69,78.436,2.833,161106.301,2.284,0.022,-1306.688,-0.031,548.132,0.021,-0.01,1.371,0,0,116220,,,,,291,4.344,2.06,
70,77.598,1.995,159790.076,2.291,-0.006,-1325.729,-0.327,545.332,0.015,-0.312,1.371,0,0,117354,,,,,290,4.461,2.17,
71,77.851,2.249,158454.91,2.274,-0.025,-1344.567,-0.515,536.774,-0.004,-0.519,1.372,0,0,116776,,,,,289,4.587,2.313,
72,77.882,2.28,157101.015,2.244,-0.035,-1363.187,-0.603,525.078,-0.03,-0.634,1.373,0,0,115748,,,,,288,4.715,2.471,
73,77.79,2.187,155728.614,2.207,-0.039,-1381.575,-0.639,511.974,-0.059,-0.698,1.375,0,0,117176,,,,,287,4.834,2.627,
74,77.798,2.195,154337.947,2.168,-0.038,-1399.717,-0.621,498.514,-0.089,-0.71,1.376,0,0,115602,,,,,286,4.931,2.763,
75,78.067,2.464,152929.267,2.135,-0.026,-1417.597,-0.502,486.463,-0.116,-0.617,1.377,0,0,115534,,,,,285,4.999,2.864,
76,77.298,1.695,151502.844,2.121,0.001,-1435.202,-0.251,478.807,-0.133,-0.384,1.378,0,0,116520,,,,,284,5.038,2.917,
77,77.421,1.818,150058.96,2.14,0.036,-1452.516,0.074,478.334,-0.135,-0.061,1.378,0,0,114798,,,,,283,5.057,2.917,
78,77.705,2.103,148597.913,2.193,0.067,-1469.525,0.346,485.447,-0.12,0.226,1.377,0,0,116102,,,,,282,5.07,2.877,
79,77.897,2.295,147120.018,2.269,0.081,-1486.212,0.456,497.383,-0.096,0.36,1.376,0,0,115534,,,,,281,5.088,2.819,
80,78.313,2.71,145625.601,2.349,0.075,-1502.564,0.383,509.701,-0.07,0.313,1.375,0,0,114528,,,,,280,5.117,2.768,
81,78.02,2.418,144115.007,2.417,0.058,-1518.564,0.206,518.819,-0.051,0.156,1.374,0,0,116154,,,,,279,5.156,2.739,
82,77.821,2.218,142588.595,2.465,0.041,-1534.198,0.038,523.639,-0.041,-0.003,1.374,0,0,114738,,,,,278,5.208,2.743,
83,78.651,3.048,141046.738,2.5,0.032,-1549.451,-0.05,525.381,-0.038,-0.089,1.373,0,0,114938,,,,,277,5.269,2.769,
84,77.698,2.095,139489.824,2.532,0.032,-1564.308,-0.061,526.105,-0.038,-0.098,1.373,0,0,115180,,,,,276,5.339,2.807,
85,78.105,2.503,137918.259,2.565,0.034,-1578.753,-0.052,527.055,-0.036,-0.088,1.373,0,0,113858,,,,,275,5.414,2.849,
86,78.174,2.572,136332.461,2.599,0.032,-1592.771,-0.083,527.904,-0.036,-0.119,1.373,0,0,115016,,,,,274,5.499,2.9,
87,78.589,2.987,134732.865,2.628,0.024,-1606.347,-0.158,527.448,-0.038,-0.196,1.373,0,0,114134,,,,,273,5.6,2.972,
88,78.243,2.641,133119.919,2.649,0.019,-1619.467,-0.211,525.276,-0.044,-0.254,1.373,0,0,113656,,,,,272,5.717,3.068,
89,78.151,2.549,131494.089,2.669,0.026,-1632.115,-0.16,522.941,-0.05,-0.21,1.374,0,0,114826,,,,,271,5.841,3.172,
90,78.389,2.787,129855.852,2.705,0.048,-1644.276,0.007,523.318,-0.05,-0.043,1.374,0,0,113378,,,,,270,5.96,3.255,
91,77.782,2.18,128205.703,2.766,0.073,-1655.937,0.196,528.321,-0.04,0.156,1.373,0,0,113794,,,,,269,6.066,3.3,
92,78.436,2.833,126544.149,2.847,0.084,-1667.083,0.263,536.793,-0.022,0.24,1.372,0,0,113808,,,,,268,6.159,3.312,
93,78.751,3.148,124871.714,2.927,0.069,-1677.699,0.119,544.522,-0.006,0.113,1.371,0,0,112852,,,,,267,6.247,3.32,
94,79.127,3.525,123188.933,2.979,0.031,-1687.771,-0.192,546.677,-0.002,-0.194,1.371,0,0,113974,,,,,266,6.34,3.361,
95,78.643,3.041,121496.357,2.988,-0.011,-1697.286,-0.521,540.884,-0.017,-0.538,1.372,0,0,113154,,,,,265,6.447,3.459,
96,78.551,2.948,119794.551,2.962,-0.037,-1706.23,-0.711,528.638,-0.046,-0.757,1.373,0,0,113044,,,,,264,6.568,3.606,
97,78.336,2.733,118084.093,2.923,-0.036,-1714.589,-0.697,514.225,-0.08,-0.777,1.374,0,0,113740,,,,,263,6.703,3.78,
98,78.605,3.002,116365.573,2.897,-0.013,-1722.35,-0.52,502.239,-0.109,-0.628,1.376,0,0,113334,,,,,262,6.848,3.951,
99,77.974,2.372,114639.596,2.901,0.021,-1729.501,-0.282,495.455,-0.126,-0.408,1.376,0,0,113768,,,,,261,6.998,4.097,
100,78.674,3.071,112906.779,2.938,0.051,-1736.029,-0.08,494.133,-0.13,-0.211,1.376,0,0,113852,,,,,260,7.147,4.209,
101,78.482,2.879,111167.751,2.999,0.07,-1741.921,0.039,496.737,-0.126,-0.088,1.376,0,0,113470,,,,,259,7.292,4.293,
102,79.081,3.479,109423.153,3.075,0.079,-1747.165,0.081,501.274,-0.118,-0.036,1.376,0,0,114180,,,,,258,7.427,4.352,
103,78.266,2.664,107673.64,3.156,0.083,-1751.751,0.081,506.304,-0.108,-0.028,1.375,0,0,113634,,,,,257,7.552,4.396,
104,79.043,3.44,105919.875,3.24,0.084,-1755.666,0.066,511.187,-0.099,-0.033,1.375,0,0,114026,,,,,256,7.671,4.431,
105,78.997,3.394,104162.534,3.324,0.086,-1758.9,0.057,515.843,-0.09,-0.034,1.374,0,0,114422,,,,,255,7.792,4.468,
106,78.866,3.264,102402.304,3.412,0.09,-1761.443,0.058,520.474,-0.082,-0.024,1.374,0,0,114008,,,,,254,7.926,4.514,
107,79.327,3.725,100639.882,3.504,0.095,-1763.283,0.065,525.323,-0.072,-0.007,1.373,0,0,114702,,,,,253,8.078,4.574,
108,78.805,3.202,98875.974,3.6,0.098,-1764.413,0.06,530.351,-0.063,-0.003,1.373,0,0,114520,,,,,252,8.25,4.65,
109,79.42,3.817,97111.297,3.698,0.096,-1764.821,0.022,534.993,-0.054,-0.032,1.372,0,0,114510,,,,,251,8.442,4.744,
110,79.635,4.032,95346.576,3.791,0.089,-1764.5,-0.041,538.469,-0.048,-0.089,1.372,0,0,115078,,,,,250,8.651,4.86,
111,79.412,3.809,93582.544,3.878,0.086,-1763.44,-0.087,540.605,-0.045,-0.132,1.372,0,0,114650,,,,,249,8.878,5,
112,79.719,4.117,91819.943,3.965,0.092,-1761.635,-0.069,542.4,-0.043,-0.112,1.372,0,0,115334,,,,,248,9.124,5.159,
113,79.543,3.94,90059.524,4.066,0.112,-1759.077,0.017,545.566,-0.037,-0.02,1.371,0,0,115414,,,,,247,9.392,5.326,
114,78.981,3.379,88302.042,4.191,0.137,-1755.759,0.126,551.295,-0.026,0.1,1.371,0,0,115290,,,,,246,9.685,5.494,
115,80.465,4.863,86548.262,4.339,0.157,-1751.674,0.201,559.421,-0.009,0.193,1.37,0,0,116158,,,,,245,10.002,5.663,
116,80.473,4.87,84798.952,4.502,0.167,-1746.816,0.217,568.727,0.012,0.229,1.369,0,0,115742,,,,,244,10.339,5.837,
117,79.666,4.063,83054.889,4.67,0.169,-1741.181,0.183,577.883,0.032,0.215,1.368,0,0,116180,,,,,243,10.686,6.016,
118,80.642,5.039,81316.852,4.837,0.163,-1734.763,0.114,585.945,0.05,0.165,1.367,0,0,116290,,,,,242,11.032,6.195,
119,80.711,5.109,79585.626,4.994,0.15,-1727.558,0.011,592.154,0.063,0.075,1.367,0,0,116176,,,,,241,11.371,6.377,
120,80.627,5.024,77862,5.135,0.13,-1719.562,-0.126,595.67,0.07,-0.056,1.367,0,0,116554,,,,,240,11.702,6.567,
121,81.257,5.654,76146.766,5.253,0.105,-1710.773,-0.273,595.878,0.068,-0.205,1.367,0,0,116616,,,,,239,12.029,6.776,
122,80.865,5.262,74440.72,5.348,0.087,-1701.187,-0.378,593.074,0.058,-0.32,1.367,0,0,116432,,,,,238,12.361,7.013,
123,81.142,5.539,72744.659,5.433,0.088,-1690.802,-0.394,588.815,0.045,-0.349,1.367,0,0,117248,,,,,237,12.708,7.275,
124,81.111,5.508,71059.383,5.53,0.11,-1679.617,-0.31,585.435,0.033,-0.277,1.368,0,0,116770,,,,,236,13.081,7.551,
125,80.596,4.993,69385.691,5.659,0.149,-1667.632,-0.165,584.94,0.029,-0.136,1.368,0,0,116792,,,,,235,13.49,7.831,
126,81.388,5.785,67724.385,5.829,0.191,-1654.846,-0.018,588.099,0.034,0.017,1.367,0,0,117096,,,,,234,13.941,8.112,
127,81.872,6.269,66076.266,6.038,0.226,-1641.259,0.089,594.395,0.048,0.137,1.367,0,0,116742,,,,,233,14.435,8.397,
128,81.926,6.323,64442.134,6.278,0.251,-1626.872,0.144,602.701,0.067,0.211,1.366,0,0,116994,,,,,232,14.967,8.689,
129,81.757,6.154,62822.788,6.538,0.267,-1611.687,0.155,611.905,0.089,0.244,1.365,0,0,116762,,,,,231,15.536,8.998,
130,82.272,6.669,61219.024,6.81,0.275,-1595.707,0.128,621.071,0.111,0.238,1.364,0,0,116948,,,,,230,16.147,9.337,
131,83.125,7.522,59631.639,7.085,0.275,-1578.933,0.073,629.419,0.131,0.204,1.363,0,0,116926,,,,,229,16.806,9.721,
132,82.987,7.384,58061.422,7.359,0.274,-1561.369,0.017,636.563,0.148,0.164,1.363,0,0,116598,,,,,228,17.518,10.159,
133,83.071,7.469,56509.163,7.636,0.281,-1543.019,-0.012,642.799,0.163,0.15,1.362,0,0,116992,,,,,227,18.277,10.641,
134,83.509,7.907,54975.644,7.924,0.299,-1523.888,-0.001,648.98,0.177,0.176,1.362,0,0,116506,,,,,226,19.07,11.146,
135,83.517,7.915,53461.645,8.235,0.324,-1503.982,0.03,655.876,0.195,0.224,1.361,0,0,116464,,,,,225,19.878,11.643,
136,84.278,8.676,51967.937,8.571,0.346,-1483.305,0.045,663.559,0.214,0.26,1.36,0,0,116372,,,,,224,20.693,12.122,
137,84.309,8.706,50495.289,8.925,0.358,-1461.865,0.024,671.358,0.235,0.259,1.36,0,0,115790,,,,,223,21.517,12.592,
138,85.139,9.537,49044.459,9.286,0.364,-1439.669,-0.022,678.474,0.254,0.232,1.359,0,0,115978,,,,,222,22.362,13.076,
139,85.431,9.829,47616.2,9.653,0.374,-1416.724,-0.05,684.785,0.27,0.22,1.358,0,0,115562,,,,,221,23.25,13.597,
140,85.547,9.944,46211.258,10.04,0.403,-1393.038,-0.023,691.169,0.288,0.265,1.358,0,0,114958,,,,,220,24.204,14.164,
141,85.439,9.836,44830.367,10.467,0.454,-1368.621,0.061,699.024,0.31,0.371,1.357,0,0,115152,,,,,219,25.245,14.778,
142,86.531,10.928,43474.256,10.952,0.517,-1343.482,0.165,709.313,0.341,0.506,1.356,0,0,114460,,,,,218,26.384,15.432,
143,86.63,11.028,42143.64,11.498,0.573,-1317.632,0.239,721.907,0.38,0.619,1.355,0,0,114276,,,,,217,27.624,16.126,
144,87.96,12.358,40839.226,12.093,0.613,-1291.08,0.258,735.758,0.424,0.682,1.354,0,0,114510,,,,,216,28.96,16.867,
145,88.46,12.858,39561.71,12.72,0.64,-1263.838,0.237,749.714,0.47,0.707,1.353,0,0,113926,,,,,215,30.379,17.659,
146,88.76,13.157,38311.776,13.373,0.667,-1235.918,0.215,763.288,0.516,0.73,1.352,0,0,114142,,,,,214,31.868,18.495,
147,89.582,13.98,37090.096,14.058,0.706,-1207.333,0.219,776.804,0.563,0.781,1.35,0,0,114190,,,,,213,33.415,19.357,
148,90.074,14.472,35897.328,14.79,0.759,-1178.095,0.249,790.93,0.614,0.863,1.349,0,0,113762,,,,,212,35.013,20.223,
149,91.051,15.448,34734.119,15.577,0.816,-1148.218,0.284,806.038,0.67,0.953,1.348,0,0,114180,,,,,211,36.669,21.092,
150,91.566,15.963,33601.101,16.419,0.866,-1117.715,0.297,821.899,0.73,1.027,1.347,0,0,113804,,,,,210,38.402,21.983,
151,93.311,17.708,32498.892,17.307,0.907,-1086.602,0.283,837.912,0.794,1.076,1.345,0,0,114088,,,,,209,40.237,22.93,
152,93.634,18.031,31428.095,18.232,0.944,-1054.894,0.261,853.634,0.858,1.119,1.344,0,0,114336,,,,,208,42.191,23.959,
153,94.818,19.215,30389.297,19.199,0.991,-1022.606,0.257,869.173,0.924,1.181,1.343,0,0,113774,,,,,207,44.274,25.075,
154,95.625,20.022,29383.071,20.22,1.056,-989.754,0.286,885.123,0.994,1.28,1.342,0,0,114390,,,,,206,46.48,26.26,
155,95.978,20.376,28409.972,21.315,1.136,-956.354,0.34,902.144,1.072,1.412,1.34,0,0,114114,,,,,205,48.791,27.476,
156,98.408,22.805,27470.539,22.495,1.224,-922.425,0.403,920.59,1.157,1.56,1.339,0,0,114002,,,,,204,51.18,28.685,
157,99.307,23.705,26565.293,23.763,1.312,-887.983,0.46,940.452,1.252,1.713,1.338,0,0,114320,,,,,203,53.615,29.852,
158,100.053,24.45,25694.738,25.118,1.397,-853.046,0.506,961.5,1.356,1.862,1.336,0,0,113820,,,,,202,56.069,30.951,
159,101.959,26.357,24859.361,26.554,1.473,-817.632,0.535,983.41,1.468,2.003,1.335,0,0,114132,,,,,201,58.524,31.97,
160,103.581,27.979,24059.627,28.061,1.539,-781.761,0.548,1005.794,1.585,2.133,1.333,0,0,114074,,,,,200,60.964,32.903,
161,105.357,29.755,23295.985,29.628,1.593,-745.451,0.544,1028.252,1.708,2.252,1.331,0,0,113884,,,,,199,63.366,33.738,
162,106.541,30.939,22568.864,31.243,1.635,-708.722,0.529,1050.451,1.834,2.363,1.33,0,0,114392,,,,,198,65.69,34.447,
163,108.248,32.645,21878.674,32.895,1.669,-671.594,0.51,1072.191,1.961,2.472,1.329,0,0,114104,,,,,197,67.877,34.982,
164,110.27,34.667,21225.802,34.579,1.699,-634.087,0.498,1093.441,2.091,2.589,1.327,0,0,114604,,,,,196,69.846,35.267,
165,112.084,36.481,20610.619,36.294,1.732,-596.222,0.504,1114.395,2.223,2.727,1.326,0,0,115012,,,,,195,71.492,35.198,
166,113.506,37.903,20033.472,38.046,1.775,-558.019,0.537,1135.484,2.359,2.896,1.325,0,0,114540,,,,,194,72.693,34.647,
167,114.805,39.203,19494.687,39.845,1.825,-519.499,0.594,1157.211,2.503,3.096,1.323,0,0,114966,,,,,193,73.315,33.47,
168,117.211,41.609,18994.572,41.695,1.87,-480.685,0.657,1179.848,2.654,3.311,1.322,0,0,115344,,,,,192,73.238,31.543,
169,119.264,43.661,18533.409,43.578,1.891,-441.597,0.703,1203.21,2.812,3.516,1.321,0,0,114994,,,,,191,72.39,28.812,
170,121.124,45.522,18111.461,45.463,1.871,-402.258,0.716,1226.673,2.974,3.69,1.319,0,0,116020,,,,,190,70.792,25.329,
171,123.169,47.567,17728.969,47.304,1.803,-362.69,0.689,1249.398,3.134,3.823,1.318,0,0,115870,,,,,189,68.588,21.284,
172,125.129,49.527,17386.151,49.055,1.69,-322.915,0.63,1270.575,3.286,3.916,1.317,0,0,115792,,,,,188,66.032,16.977,
173,126.629,51.026,17083.201,50.671,1.537,-282.956,0.548,1289.577,3.426,3.974,1.316,0,0,116524,,,,,187,63.44,12.769,
174,128.497,52.894,16820.293,52.12,1.356,-242.835,0.458,1306.032,3.55,4.009,1.315,0,0,116132,,,,,186,61.106,8.986,
175,129.496,53.893,16597.578,53.377,1.157,-202.575,0.372,1319.834,3.657,4.029,1.314,0,0,116094,,,,,185,59.246,5.869,
176,130.772,55.17,16415.182,54.43,0.947,-162.199,0.295,1331.076,3.746,4.041,1.314,0,0,116494,,,,,184,57.949,3.519,
177,131.049,55.446,16273.211,55.27,0.731,-121.731,0.228,1339.92,3.817,4.045,1.313,0,0,116326,,,,,183,57.182,1.912,
178,132.363,56.761,16171.744,55.891,0.512,-81.193,0.173,1346.536,3.87,4.043,1.313,0,0,116458,,,,,182,56.809,0.918,
179,132.571,56.968,16110.841,56.299,0.308,-40.608,0.147,1351.255,3.906,4.053,1.313,0,0,116430,,,,,181,56.65,0.351,
180,133.001,57.399,16090.536,56.526,0.158,0,0.19,1354.979,3.931,4.121,1.313,0,0,116422,,,,,,,,
181,132.125,56.523,16110.841,56.65,0.116,40.608,0.366,1359.68,3.957,4.323,1.312,0,0,116662,,,,,,,,
182,132.248,56.646,16171.744,56.809,0.236,81.193,0.74,1368.653,4.002,4.742,1.312,0,0,116800,,,,,,,,
183,131.687,56.084,16273.211,57.182,0.544,121.731,1.353,1386.267,4.094,5.446,1.311,0,0,116892,,,,,,,,
184,130.887,55.285,16415.182,57.949,1.018,162.199,2.194,1417.141,4.258,6.452,1.31,0,0,116850,,,,,,,,
185,133.04,57.437,16597.578,59.246,1.583,202.575,3.193,1464.947,4.516,7.708,1.308,0,0,116962,,,,,,,,
186,134.739,59.136,16820.293,61.106,2.122,242.835,4.223,1531.22,4.874,9.097,1.305,0,0,117284,,,,,,,,
187,137.983,62.38,17083.201,63.44,2.506,282.956,5.123,1614.533,5.321,10.445,1.303,0,0,117238,,,,,,,,
188,140.85,65.248,17386.151,66.032,2.625,322.915,5.73,1710.323,5.826,11.556,1.3,0,0,117394,,,,,,,,
